pc1,pc2,pc3
-0.9324760258157754,0.7288407340858631,0.275737517333183
-1.1865888762001608,-0.6355035177997739,2.4652392331683424
0.13702833559942176,-0.27460697569874826,0.7529298023450642
0.4685082761537362,-1.3787295208743322,1.5081198663016835
0.9029377715081615,-0.3620983017192346,0.0579874263701321
2.0471572153036455,0.3352124398665499,-0.5376042315998016
-0.03987803591631783,0.5081055390379289,-0.10020935334046033
-0.6007143892653093,0.8214560340924915,-0.6650207680601438
-0.9837220954874892,-0.09631204690048435,0.15020595536022047
-4.524158263084993,-0.5606905836892531,1.4520081320342035
-0.8806071379094979,-0.22236947206695448,0.6792749145761371
-4.817782839497001,-0.6216013756001876,1.491689520636993
-5.453848732648957,-0.5117303413402418,2.123537055297538
-1.7260158293034176,0.11306153664571732,0.38462470012208827
-2.137192357064915,-0.7453600555272992,1.7915650861031713
2.041163894905701,-0.30688087704430045,0.3702628030675729
1.3582678743868384,-1.2022037100256657,1.8527661357095562
1.3582678743868384,-1.2022037100256657,1.8527661357095562
-2.353525085528508,-1.0037879650826373,2.0299983098533905
-2.6682104803241384,-0.5267766494949674,2.047825525236644
-4.8656021811540375,-2.100381752074659,3.5811574136323743
-3.2941294611133274,-0.526890845909657,2.402967039320028
-6.724219405911814,-0.5111756601112112,3.9389787449973266
-6.607144939834601,-2.048168364809992,3.796113156841442
-3.23197005683062,-0.4018856708041557,2.012148497973244
-5.145332032481221,-0.15739914731760896,1.208858640988973
-5.772758635814393,-0.8335405657192573,1.7623258717584964
-2.3183134599843283,-0.9766479511381536,1.9601375516275736
-3.8416801912916267,-0.20911924092598796,1.064363029002863
2.000492016337011,0.08944626033199753,-0.4459339654333002
-1.7077223705472864,-0.9498111029334394,0.4890098636088447
-0.06265147597253098,-0.8446804652179813,0.6352509382614027
-0.19918164301897942,0.6495585551799071,-0.5148631657814344
2.204816055241608,0.43513176741592996,-0.8700207647510363
4.265419855917301,-0.5913823435356608,0.23770011037488115
1.39195179866773,-0.5534748496030609,1.097683936356781
-1.6099224485271555,0.5885498167959932,0.8505295456819253
0.9016980518321882,-0.3127039270268172,0.42898475877739367
-2.5711518725081923,0.44694550844868874,1.1682422986361294
0.0750507401308781,0.35607528143200723,0.23012470555162465
-1.4734190630020223,-0.4850743527103557,-0.3110598761946527
-0.6809426528636706,0.7712467480725026,-0.0988740050766238
-0.23365185113337622,0.07755422207074367,0.5117527223988253
0.663438662324609,-0.42958809088984123,0.21720386157327748
1.72457490467446,0.06586147345695087,-0.3190227027008262
