station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km,station_name_roman,cluster_number
1130507,1130507,新座,,,11305,11,352-0011,新座市野火止５丁目,139.556328,35.80381,0000-00-00,0000-00-00,0,1130507,508.0,1304.0,5.133858267716535,422.0,2.75984251968504,"{0: 0, 1: 86, 2: 0, 3: 372, 4: 50}","{0: 0.0, 1: 0.16929133858267717, 2: 0.0, 3: 0.7322834645669292, 4: 0.0984251968503937}",86287.41099999989,66.17132745398764,45159.928000000014,67.20227380952383,672.0,212.3069605557712,176.36523101286502,36061.84638511141,18873.5571901525,1.0962467995337029,0.0038343558282208,277.0,115.76580329517444,,2
1130525,1130525,越谷レイクタウン,,,11305,11,343-0825,越谷市大成町５丁目,139.822178,35.876353,0000-00-00,0000-00-00,0,1130514,247.0,647.0,5.238866396761134,236.0,3.22672064777328,"{0: 0, 1: 11, 2: 2, 3: 158, 4: 73, 5: 2, 6: 1}","{0: 0.0, 1: 0.044534412955465584, 2: 0.008097165991902834, 3: 0.6396761133603239, 4: 0.29554655870445345, 5: 0.008097165991902834, 6: 0.004048582995951417}",59979.582,92.70414528593508,35950.71999999999,96.6417204301075,372.0,105.37159744998128,100.6789352153667,25587.62902721515,15336.780550109266,1.060357200735332,0.0030911901081916,192.0,81.90828627690851,,2
1130526,1130526,吉川美南,,,11305,11,342-0000,埼玉県吉川市,139.858167,35.868056,2012-03-17,0000-00-00,0,1130515,207.0,572.0,5.526570048309178,207.0,3.1207729468599035,"{0: 0, 1: 0, 2: 4, 3: 174, 4: 29}","{0: 0.0, 1: 0.0, 2: 0.01932367149758454, 3: 0.8405797101449275, 4: 0.14009661835748793}",55766.028,97.49305594405594,28628.76299999998,96.06967449664424,298.0,90.3596983515104,90.3596983515104,24343.00226252117,12497.035694960774,1.05798341227337,0.0,154.0,67.22412341126861,,2
1131707,1131707,金子,,,11317,11,358-0046,入間市南峯,139.328546,35.810822,0000-00-00,0000-00-00,0,1131707,394.0,1084.0,5.50253807106599,340.0,2.83502538071066,"{0: 0, 1: 54, 2: 0, 3: 297, 4: 43}","{0: 0.0, 1: 0.13705583756345177, 2: 0.0, 3: 0.7538071065989848, 4: 0.10913705583756345}",73812.95600000002,68.09313284132843,36906.47800000004,68.09313284132848,542.0,182.58171792909243,157.55782765454677,34205.32058859014,17102.660294295085,1.059417091045339,0.0,223.0,103.33939872636452,,2
1131802,1131802,毛呂,,,11318,11,350-0441,入間郡毛呂山町字岩井,139.309237,35.940806,0000-00-00,0000-00-00,0,1131802,396.0,1055.0,5.328282828282828,344.0,2.851010101010101,"{0: 0, 1: 52, 2: 0, 3: 300, 4: 43, 5: 1}","{0: 0.0, 1: 0.13131313131313133, 2: 0.0, 3: 0.7575757575757576, 4: 0.10858585858585859, 5: 0.0025252525252525255}",71395.41600000008,67.67338009478681,35930.432,67.15968598130841,535.0,174.86824793050965,151.90575072751344,31527.2507732068,15866.39315966242,1.0756711700643842,0.0,226.0,99.79854553609894,,2
1131803,1131803,越生,,,11318,11,350-0416,入間郡越生町字越生,139.299437,35.962559,0000-00-00,0000-00-00,0,1131803,352.0,979.0,5.5625,313.0,2.883522727272727,"{0: 0, 1: 39, 2: 0, 3: 276, 4: 37}","{0: 0.0, 1: 0.11079545454545454, 2: 0.0, 3: 0.7840909090909091, 4: 0.10511363636363637}",64487.41199999997,65.87069662921346,32440.584,65.80240162271805,493.0,170.35772470278016,151.4828631590062,31210.024944007822,15700.295676901746,1.037138320721873,0.0010214504596527,227.0,109.8613736009406,,2
1131805,1131805,小川町,,,11318,11,355-0328,比企郡小川町大字大塚,139.260412,36.05903,0000-00-00,0000-00-00,0,1131805,296.0,790.0,5.337837837837838,256.0,2.810810810810811,"{0: 0, 1: 40, 2: 0, 3: 232, 4: 24}","{0: 0.0, 1: 0.13513513513513514, 2: 0.0, 3: 0.7837837837837838, 4: 0.08108108108108109}",68012.37400000005,86.09161265822792,34230.143,85.7898320802005,399.0,134.7530601841528,116.5431871862943,30962.41732057133,15583.163918213364,1.093539105528566,0.0025316455696202,193.0,87.86263721466719,,2
1131808,1131808,寄居,,,11318,11,369-1203,大里郡寄居町大字寄居,139.194224,36.118013,0000-00-00,0000-00-00,0,1131808,296.0,807.0,5.452702702702703,259.0,2.885135135135135,"{0: 0, 1: 37, 2: 0, 3: 219, 4: 40}","{0: 0.0, 1: 0.125, 2: 0.0, 3: 0.7398648648648649, 4: 0.13513513513513514}",66582.03699999991,82.50562205700113,34374.51699999997,83.63629440389288,411.0,143.11132516148325,125.22240951629786,32191.36333453005,16619.536079918682,1.0518898497599292,0.0024783147459727,200.0,96.69684132532652,,2
1131809,1131809,用土,,,11318,11,369-1201,大里郡寄居町用土,139.200758,36.153858,0000-00-00,0000-00-00,0,1131809,175.0,508.0,5.805714285714286,171.0,3.142857142857143,"{0: 0, 1: 4, 2: 0, 3: 138, 4: 33}","{0: 0.0, 1: 0.022857142857142857, 2: 0.0, 3: 0.7885714285714286, 4: 0.18857142857142858}",54620.00799999999,107.51970078740156,27310.004000000004,107.5197007874016,254.0,79.17901449899006,77.36920845329885,24712.90517352544,12356.452586762724,1.0294231663283675,0.0,150.0,67.86772671342005,,2
1131811,1131811,児玉,,,11318,11,367-0212,本庄市児玉町児玉,139.13582,36.192624,0000-00-00,0000-00-00,0,1131811,385.0,1024.0,5.31948051948052,324.0,2.7974025974025976,"{0: 0, 1: 61, 2: 0, 3: 281, 4: 42, 5: 1}","{0: 0.0, 1: 0.15844155844155844, 2: 0.0, 3: 0.7298701298701299, 4: 0.10909090909090909, 5: 0.0025974025974025974}",76219.3020000001,74.4329121093751,38109.65100000003,74.43291210937505,512.0,163.73704228958184,137.79429013460913,32415.38461001669,16207.692305008335,1.0385140966448918,0.0,238.0,101.21926250628697,,2
