station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km,station_name_roman,cluster_number,geometry,upa,land_use,group_number
2100301,2100230,東武動物公園,,,21003,11,345-0801,南埼玉郡宮代町大字百間２丁目,139.726901,36.024604,0000-00-00,0000-00-00,0,2100301,832.0,2280.0,5.480769230769231,702.0,2.859375,"{0: 0, 1: 130, 2: 0, 3: 559, 4: 143}","{0: 0.0, 1: 0.15625, 2: 0.0, 3: 0.671875, 4: 0.171875}",118600.6599999999,52.01783333333329,59359.21100000014,52.02384837861538,1141.0,367.8930915700109,310.4097960121967,52442.74455486021,26247.40823070511,1.0340544650830432,0.000438596491228,419.0,185.2730833748012,,2,POINT (139.726901 36.024604),1.0,9.0,1
2100302,2100302,杉戸高野台,,,21003,11,345-0047,北葛飾郡杉戸町高野台東１丁目,139.714582,36.051536,0000-00-00,0000-00-00,0,2100302,205.0,620.0,6.048780487804878,200.0,3.1365853658536587,"{0: 0, 1: 5, 2: 2, 3: 158, 4: 40}","{0: 0.0, 1: 0.024390243902439025, 2: 0.00975609756097561, 3: 0.7707317073170732, 4: 0.1951219512195122}",50167.111000000055,80.91469516129041,25155.16,80.62551282051281,312.0,195.55157544651547,190.7820248258688,47854.91508122062,23995.7617980935,1.0781632752989958,0.0,160.0,152.625619860695,,3,POINT (139.714582 36.051536),1.0,6.0,3
2100303,2100303,幸手,,,21003,11,340-0115,幸手市中１丁目,139.714937,36.074297,0000-00-00,0000-00-00,0,2100303,655.0,1776.0,5.422900763358778,558.0,2.865648854961832,"{0: 0, 1: 97, 2: 0, 3: 453, 4: 104, 5: 1}","{0: 0.0, 1: 0.1480916030534351, 2: 0.0, 3: 0.6916030534351145, 4: 0.15877862595419848, 5: 0.0015267175572519084}",111603.0369999997,62.83954786036019,56033.58500000004,62.74757558790599,893.0,264.28671725990154,225.1480736351528,45030.84012971794,22609.056848784232,1.0389445903036705,0.000563063063063,381.0,153.73013629927098,,1,POINT (139.714937 36.074297),1.0,9.0,2
2100304,2100304,南栗橋,,,21003,11,349-1112,埼玉県久喜市南栗橋一丁目20,139.713004,36.113157,0000-00-00,0000-00-00,0,2100304,297.0,919.0,6.188552188552189,292.0,3.2525252525252526,"{0: 0, 1: 5, 2: 0, 3: 208, 4: 83, 5: 1}","{0: 0.0, 1: 0.016835016835016835, 2: 0.0, 3: 0.7003367003367004, 4: 0.27946127946127947, 5: 0.003367003367003367}",75495.03699999995,82.14911534276382,37840.08100000003,82.26104565217398,460.0,136.35732192999055,134.06174411972137,34660.94634453044,17372.970056477854,1.0354953714723367,0.001088139281828,253.0,116.1562371996216,,3,POINT (139.713004 36.113157),1.0,10.0,3
2100305,1131914,栗橋,,,21003,11,349-1121,埼玉県久喜市伊坂字土取場1202-2,139.693855,36.137034,0000-00-00,0000-00-00,0,2100305,570.0,1663.0,5.8350877192982455,526.0,3.0649122807017544,"{0: 0, 1: 44, 2: 0, 3: 402, 4: 123, 5: 1}","{0: 0.0, 1: 0.07719298245614035, 2: 0.0, 3: 0.7052631578947368, 4: 0.21578947368421053, 5: 0.0017543859649122807}",109539.0200000001,65.86832230908004,54946.03399999995,65.80363353293407,835.0,243.05801414098647,224.295641119577,46709.362582719,23429.95422625108,1.0374108353071725,0.0012026458208057,399.0,170.14060989869054,,1,POINT (139.693855 36.137034),1.0,8.0,2
2100306,2100306,新古河,,,21003,11,349-1205,埼玉県加須市向古河732,139.686904,36.192686,0000-00-00,0000-00-00,0,2100306,116.0,322.0,5.551724137931035,109.0,2.956896551724138,"{0: 0, 1: 7, 2: 0, 3: 100, 4: 9}","{0: 0.0, 1: 0.0603448275862069, 2: 0.0, 3: 0.8620689655172413, 4: 0.07758620689655173}",31988.87200000001,99.34432298136647,16111.481999999996,99.45359259259256,162.0,88.0676412759942,82.75321464727041,24286.07331137669,12231.898424143425,1.0537409224768568,0.0062111801242236,86.0,65.29152715289226,,4,POINT (139.686904 36.192686),2.0,,4
2100307,2100307,柳生,,,21003,11,349-1202,加須市小野袋1834-4,139.659645,36.206756,0000-00-00,0000-00-00,0,2100307,140.0,401.0,5.728571428571429,121.0,3.007142857142857,"{0: 0, 1: 19, 2: 0, 3: 83, 4: 37, 5: 1}","{0: 0.0, 1: 0.1357142857142857, 2: 0.0, 3: 0.5928571428571429, 4: 0.2642857142857143, 5: 0.007142857142857143}",48684.94800000002,121.40884788029928,24362.86200000001,121.20826865671646,201.0,77.35867210411219,66.85999517569697,26901.44949098396,13461.99037839811,1.0376235194074093,0.0074812967581047,115.0,63.54462351409215,,4,POINT (139.659645 36.206756),2.0,,4
2100401,1131906,大宮,,,21004,11,330-0853,さいたま市大宮区錦町,139.624458,35.907599,0000-00-00,0000-00-00,0,2100401,632.0,1681.0,5.319620253164557,570.0,3.0110759493670884,"{0: 0, 1: 62, 2: 5, 3: 435, 4: 124, 5: 6}","{0: 0.0, 1: 0.0981012658227848, 2: 0.007911392405063292, 3: 0.6882911392405063, 4: 0.1962025316455696, 5: 0.00949367088607595}",97993.4409999999,58.29472992266502,53217.667000000016,58.80405193370167,905.0,253.39769815354288,228.5390632081004,39290.05123978637,21337.39607421165,1.019437786360729,0.0,377.0,151.15653829728743,,1,POINT (139.624458 35.907599),1.0,9.0,2
2100402,2100402,北大宮,,,21004,11,330-0801,さいたま市大宮区土手町３-２８５,139.624726,35.91716,0000-00-00,0000-00-00,0,2100402,641.0,1659.0,5.176287051482059,528.0,2.801872074882996,"{0: 0, 1: 113, 2: 1, 3: 429, 4: 97, 5: 0, 6: 1}","{0: 0.0, 1: 0.17628705148205928, 2: 0.0015600624024961, 3: 0.6692667706708268, 4: 0.15132605304212168, 5: 0.0, 6: 0.0015600624024961}",94316.13500000013,56.85119650391809,48328.39699999998,56.392528588098,857.0,257.1349726186217,211.80540646276484,37834.59717740914,19386.77229219481,1.0254503815974103,0.0012055455093429,333.0,133.58181884867554,,3,POINT (139.624726 35.91716),1.0,8.0,3
2100403,2100403,大宮公園,,,21004,11,330-0805,さいたま市大宮区寿能町１-１７２,139.632903,35.92374,0000-00-00,0000-00-00,0,2100403,503.0,1384.0,5.502982107355865,437.0,2.9343936381709743,"{0: 0, 1: 66, 2: 1, 3: 336, 4: 100}","{0: 0.0, 1: 0.1312127236580517, 2: 0.0019880715705765406, 3: 0.6679920477137177, 4: 0.1988071570576541}",87140.18000000008,62.962557803468265,44541.67399999996,62.823235543018285,709.0,223.45768648174112,194.13719481614487,38712.01396103878,19787.63304982885,1.0419203378846718,0.0028901734104046,325.0,144.38120895937547,,1,POINT (139.632903 35.92374),1.0,5.0,2
2100404,2100404,大和田,,,21004,11,337-0053,さいたま市見沼区大和田町２-１７７４,139.65051,35.929359,0000-00-00,0000-00-00,0,2100404,953.0,2504.0,5.25498426023085,773.0,2.736621196222456,"{0: 0, 1: 180, 2: 0, 3: 665, 4: 107, 5: 1}","{0: 0.0, 1: 0.1888772298006296, 2: 0.0, 3: 0.6977964323189927, 4: 0.11227701993704092, 5: 0.001049317943336831}",127258.28599999988,50.821999201277904,65169.04900000005,51.35464854215922,1269.0,387.0793945445103,313.9689107900382,51688.41584013859,26469.67054560497,1.051382330286032,0.0,458.0,186.02556421971207,,1,POINT (139.65051 35.929359),1.0,5.0,2
2100405,2100405,七里,,,21004,11,337-0017,さいたま市見沼区風渡野６０３,139.665948,35.936464,0000-00-00,0000-00-00,0,2100405,1027.0,2659.0,5.178188899707887,821.0,2.671859785783836,"{0: 0, 1: 206, 2: 0, 3: 749, 4: 70, 5: 1, 6: 1}","{0: 0.0, 1: 0.2005842259006816, 2: 0.0, 3: 0.7293086660175268, 4: 0.06815968841285297, 5: 0.0009737098344693282, 6: 0.0009737098344693282}",128476.32100000024,48.31753328318926,64243.43199999999,48.303332330827054,1330.0,412.9362759853611,330.10777272052724,51657.77365729303,25831.006393961805,1.061944841386356,0.0,455.0,182.94645138591943,,1,POINT (139.665948 35.936464),1.0,5.0,2
2100406,2100406,岩槻,,,21004,11,339-0057,さいたま市岩槻区本町,139.693197,35.950239,0000-00-00,0000-00-00,0,2100406,608.0,1553.0,5.108552631578948,471.0,2.6842105263157894,"{0: 0, 1: 137, 2: 4, 3: 381, 4: 86}","{0: 0.0, 1: 0.22532894736842105, 2: 0.006578947368421052, 3: 0.6266447368421053, 4: 0.14144736842105263}",94544.554,60.878656793303286,47747.90599999992,60.98072286079172,783.0,255.1799816069563,197.68054496196777,39680.71965585179,20039.98318232016,1.0307273676059725,0.0,291.0,122.133839880961,,3,POINT (139.693197 35.950239),1.0,9.0,3
2100407,2100407,東岩槻,,,21004,11,339-0005,さいたま市岩槻区東岩槻１-１２-１,139.712192,35.963273,0000-00-00,0000-00-00,0,2100407,362.0,1115.0,6.1602209944751385,346.0,3.1878453038674035,"{0: 0, 1: 16, 2: 0, 3: 247, 4: 98, 5: 1}","{0: 0.0, 1: 0.04419889502762431, 2: 0.0, 3: 0.6823204419889503, 4: 0.27071823204419887, 5: 0.0027624309392265192}",82991.29099999998,74.43165112107621,41526.34599999997,74.4199749103942,558.0,177.22333076381938,169.39025537094338,40629.81495969443,20329.937438040888,1.0305295418197504,0.0,267.0,130.71444561861816,,3,POINT (139.712192 35.963273),1.0,8.0,3
2100408,2100408,豊春,,,21004,11,344-0046,春日部市大字上蛭田１３６-１,139.72601,35.968014,0000-00-00,0000-00-00,0,2100408,523.0,1445.0,5.525812619502868,464.0,2.910133843212237,"{0: 0, 1: 59, 2: 0, 3: 393, 4: 71}","{0: 0.0, 1: 0.11281070745697896, 2: 0.0, 3: 0.751434034416826, 4: 0.13575525812619502}",91937.54600000005,63.62459930795851,46706.430999999946,64.15718543956037,728.0,223.0756066211044,197.91028962178288,39214.194732706885,19921.7312207108,1.08217777013147,0.0013840830449826,267.0,113.8837226918449,,3,POINT (139.72601 35.968014),1.0,6.0,3
2100409,2100409,八木崎,,,21004,11,344-0061,春日部市大字粕壁６９４６,139.741785,35.978376,0000-00-00,0000-00-00,0,2100409,483.0,1370.0,5.6728778467908905,452.0,3.1283643892339543,"{0: 0, 1: 31, 2: 0, 3: 329, 4: 122, 5: 1}","{0: 0.0, 1: 0.06418219461697723, 2: 0.0, 3: 0.6811594202898551, 4: 0.2525879917184265, 5: 0.002070393374741201}",99224.54399999988,72.42667445255466,52486.22199999997,73.40730349650346,715.0,200.59590336132115,187.72121805241648,41209.18641676012,21798.18036462286,1.0291508838042986,0.0,360.0,149.51247455502198,,3,POINT (139.741785 35.978376),1.0,8.0,3
2100410,2100227,春日部,,,21004,11,344-0061,春日部市粕壁１丁目,139.752345,35.980095,0000-00-00,0000-00-00,0,2100410,455.0,1248.0,5.485714285714286,426.0,3.1274725274725275,"{0: 0, 1: 29, 2: 0, 3: 315, 4: 107, 5: 3, 6: 1}","{0: 0.0, 1: 0.06373626373626373, 2: 0.0, 3: 0.6923076923076923, 4: 0.23516483516483516, 5: 0.006593406593406593, 6: 0.002197802197802198}",96422.31600000018,77.2614711538463,51364.22899999996,76.095154074074,675.0,188.8494377798568,176.81288020707467,40020.43992534444,21318.913777243528,1.0261203598064823,0.0,339.0,140.70320748872842,,3,POINT (139.752345 35.980095),1.0,9.0,3
2100411,2100411,藤の牛島,,,21004,11,344-0004,春日部市大字牛島１５７６,139.778038,35.98026,0000-00-00,0000-00-00,0,2100411,503.0,1366.0,5.431411530815109,428.0,2.809145129224652,"{0: 0, 1: 75, 2: 0, 3: 374, 4: 54}","{0: 0.0, 1: 0.14910536779324055, 2: 0.0, 3: 0.7435387673956262, 4: 0.1073558648111332}",78806.77799999989,57.69163836017562,39403.38900000003,57.69163836017575,683.0,233.19456271648096,198.42400167525616,36535.41179881663,18267.70589940836,1.0863786713556025,0.0014641288433382,225.0,104.31168312367438,,3,POINT (139.778038 35.98026),1.0,5.0,3
2100412,2100412,南桜井,,,21004,11,344-0115,春日部市米島１１８５,139.807988,35.980441,0000-00-00,0000-00-00,0,2100412,863.0,2345.0,5.434530706836616,728.0,2.8018539976825028,"{0: 0, 1: 135, 2: 2, 3: 626, 4: 99, 5: 1}","{0: 0.0, 1: 0.1564310544611819, 2: 0.002317497103128621, 3: 0.7253765932792584, 4: 0.11471610660486674, 5: 0.0011587485515643105}",127600.63699999984,54.41391769722808,63902.56899999991,54.338919217687,1176.0,353.1779784269386,297.929974849144,52219.85518151746,26151.773042535253,1.061349288216458,0.0,425.0,173.92890015231623,,2,POINT (139.807988 35.980441),1.0,8.0,1
2100701,2100126,坂戸,,,21007,11,350-0225,坂戸市日の出町１-１,139.394032,35.957181,0000-00-00,0000-00-00,0,2100701,875.0,2372.0,5.421714285714286,763.0,2.888,"{0: 0, 1: 112, 2: 2, 3: 637, 4: 120, 5: 4}","{0: 0.0, 1: 0.128, 2: 0.002285714285714286, 3: 0.728, 4: 0.13714285714285715, 5: 0.004571428571428572}",131347.40900000007,55.37411846543005,68097.18000000008,56.04706172839513,1215.0,355.15811025336143,309.6978721409312,53313.25436241758,27640.303728437742,1.041716145170482,0.0008431703204047,476.0,193.2060119778286,,2,POINT (139.394032 35.957181),1.0,9.0,1
2100702,2100702,一本松,,,21007,11,350-2226,鶴ヶ島市中新田８０-３,139.370062,35.94008,0000-00-00,0000-00-00,0,2100702,478.0,1303.0,5.451882845188284,412.0,2.851464435146444,"{0: 0, 1: 66, 2: 0, 3: 356, 4: 52, 5: 3, 6: 1}","{0: 0.0, 1: 0.13807531380753138, 2: 0.0, 3: 0.7447698744769874, 4: 0.1087866108786611, 5: 0.006276150627615063, 6: 0.0020920502092050207}",85409.21499999987,65.54813123561003,42865.17900000005,65.64345941807052,653.0,208.0358834947008,179.31126359794288,37171.927826597945,18655.848084567995,1.0594340673910894,0.0007674597083653,302.0,131.43689710334647,,3,POINT (139.370062 35.94008),1.0,5.0,3
2100703,2100703,西大家,,,21007,11,350-0244,坂戸市大字森戸６２３-７,139.356321,35.931698,0000-00-00,0000-00-00,0,2100703,145.0,384.0,5.296551724137931,122.0,2.8413793103448275,"{0: 0, 1: 23, 2: 0, 3: 102, 4: 18, 5: 1, 6: 1}","{0: 0.0, 1: 0.15862068965517243, 2: 0.0, 3: 0.7034482758620689, 4: 0.12413793103448276, 5: 0.006896551724137931, 6: 0.006896551724137931}",42483.05000000003,110.63294270833342,21241.525000000005,110.63294270833336,192.0,66.85914885020188,56.25390454982503,19588.831472831524,9794.415736415756,1.0363362565586032,0.0,103.0,47.4930505625572,,4,POINT (139.356321 35.931698),2.0,,4
2100704,2100704,川角,,,21007,11,350-0435,入間郡毛呂山町大字下川原２９３-４,139.346426,35.937438,0000-00-00,0000-00-00,0,2100704,218.0,606.0,5.559633027522936,193.0,2.876146788990826,"{0: 0, 1: 25, 2: 0, 3: 170, 4: 23}","{0: 0.0, 1: 0.11467889908256881, 2: 0.0, 3: 0.7798165137614679, 4: 0.10550458715596331}",43367.56800000004,71.56364356435651,21683.78400000001,71.56364356435647,303.0,130.38337669919986,115.43115460066775,25937.66034436776,12968.83017218387,1.0653494305263522,0.0,113.0,67.58404388536506,,4,POINT (139.346426 35.937438),2.0,,4
2100705,2100705,武州長瀬,,,21007,11,350-0443,入間郡毛呂山町大字長瀬９１７-１,139.325561,35.942023,0000-00-00,0000-00-00,0,2100705,708.0,2019.0,5.703389830508475,623.0,2.9350282485875705,"{0: 0, 1: 85, 2: 4, 3: 492, 4: 126, 5: 1}","{0: 0.0, 1: 0.12005649717514125, 2: 0.005649717514124294, 3: 0.6949152542372882, 4: 0.17796610169491525, 5: 0.0014124293785310734}",117063.7569999998,57.98105844477455,58722.29799999993,57.91153648915181,1014.0,299.8825336841226,263.87968712600053,49583.86447986213,24872.58687569783,1.0577392150094416,0.0009905894006934,300.0,127.0688702051367,,1,POINT (139.325561 35.942023),1.0,8.0,2
2100706,2100706,東毛呂,,,21007,11,350-0441,入間郡毛呂山町大字岩井２３５６,139.315303,35.947058,0000-00-00,0000-00-00,0,2100706,632.0,1749.0,5.534810126582278,555.0,2.882911392405063,"{0: 0, 1: 77, 2: 2, 3: 472, 4: 80, 5: 1}","{0: 0.0, 1: 0.12183544303797468, 2: 0.0031645569620253164, 3: 0.7468354430379747, 4: 0.12658227848101267, 5: 0.0015822784810126582}",107265.97099999987,61.32988622069747,53918.62800000001,60.99392307692309,884.0,262.692284186351,230.6870533598494,44585.35274914059,22411.40435049707,1.0836936926839196,0.0011435105774728,326.0,135.50266557713675,,1,POINT (139.315303 35.947058),1.0,8.0,2
2100707,2100707,武州唐沢,,,21007,11,350-0415,入間郡越生町大字上野５１-６,139.30912,35.952127,0000-00-00,0000-00-00,0,2100707,459.0,1239.0,5.398692810457517,402.0,2.8540305010893245,"{0: 0, 1: 57, 2: 2, 3: 352, 4: 47, 5: 1}","{0: 0.0, 1: 0.12418300653594772, 2: 0.004357298474945534, 3: 0.7668845315904139, 4: 0.10239651416122005, 5: 0.002178649237472767}",80243.58099999995,64.76479499596445,40407.43299999999,64.24075198728139,629.0,214.0005181016695,187.4252903635537,37412.1305192446,18839.240952415024,1.074927424094959,0.0,273.0,127.28135390360735,,3,POINT (139.30912 35.952127),1.0,5.0,3
2100708,1131803,越生,,,21007,11,350-0416,入間郡越生町字越生,139.299437,35.962559,0000-00-00,0000-00-00,0,2100708,352.0,979.0,5.5625,313.0,2.883522727272727,"{0: 0, 1: 39, 2: 0, 3: 276, 4: 37}","{0: 0.0, 1: 0.11079545454545454, 2: 0.0, 3: 0.7840909090909091, 4: 0.10511363636363637}",64487.41199999997,65.87069662921346,32440.584,65.80240162271805,493.0,170.35772470278016,151.4828631590062,31210.024944007822,15700.295676901746,1.037138320721873,0.0010214504596527,227.0,109.8613736009406,,3,POINT (139.299437 35.962559),1.0,5.0,3
2200131,2200131,所沢,,,22001,11,359-0037,所沢市くすのき台１-１４-５,139.473324,35.786627,0000-00-00,0000-00-00,0,2200116,629.0,1741.0,5.53577106518283,552.0,2.912559618441972,"{0: 0, 1: 77, 2: 3, 3: 452, 4: 94, 5: 1, 6: 2}","{0: 0.0, 1: 0.12241653418124006, 2: 0.0047694753577106515, 3: 0.7186009538950715, 4: 0.1494435612082671, 5: 0.001589825119236884, 6: 0.003179650238473768}",108410.5130000002,62.26910568638725,54615.916000000056,62.27584492588376,877.0,255.50845735054253,224.229997547694,44037.84250748965,22185.736794828023,1.0551709166213297,0.0005743825387708,356.0,144.61209986771564,,1,POINT (139.473324 35.786627),1.0,9.0,2
2200117,2200117,西所沢,,,22001,11,359-1144,所沢市西所沢１-１１-９,139.455959,35.789303,0000-00-00,0000-00-00,0,2200117,842.0,2200.0,5.225653206650831,685.0,2.749406175771972,"{0: 0, 1: 157, 2: 0, 3: 587, 4: 94, 5: 3, 6: 1}","{0: 0.0, 1: 0.18646080760095013, 2: 0.0, 3: 0.6971496437054632, 4: 0.11163895486935867, 5: 0.0035629453681710215, 6: 0.0011876484560570072}",123539.81700000045,56.15446227272748,63181.62000000008,56.766954177897645,1113.0,335.14801871507245,272.65604847960174,49173.54501184416,25148.68736604349,1.05813799371192,0.0,407.0,162.00147697985096,,1,POINT (139.455959 35.789303),1.0,9.0,2
2200118,2200118,小手指,,,22001,11,359-1141,所沢市小手指町１-８-１,139.438016,35.800535,0000-00-00,0000-00-00,0,2200118,889.0,2455.0,5.523059617547807,769.0,2.8830146231721034,"{0: 0, 1: 120, 2: 0, 3: 634, 4: 134, 5: 1}","{0: 0.0, 1: 0.13498312710911137, 2: 0.0, 3: 0.7131608548931384, 4: 0.15073115860517436, 5: 0.0011248593925759281}",133616.76799999998,54.426382077393065,68144.679,54.77868086816721,1244.0,362.48339930461896,313.5542565413408,54481.282641998456,27785.50606123969,1.048771469989501,0.0,471.0,192.0468853458668,,2,POINT (139.438016 35.800535),1.0,8.0,1
2200119,2200119,狭山ヶ丘,,,22001,11,359-1161,埼玉県所沢市狭山ヶ丘一丁目2980,139.416975,35.810445,0000-00-00,0000-00-00,0,2200119,1133.0,3010.0,5.31332744924978,942.0,2.789938217122683,"{0: 0, 1: 191, 2: 0, 3: 800, 4: 140, 5: 2}","{0: 0.0, 1: 0.16857899382171226, 2: 0.0, 3: 0.706090026478376, 4: 0.1235657546337158, 5: 0.00176522506619594}",146795.9280000003,48.76941129568117,74618.08600000007,48.57948307291671,1536.0,464.5008761718298,386.195785837479,60182.55708248632,30591.497197939083,1.057719169912197,0.0,424.0,173.82910105635997,,2,POINT (139.416975 35.810445),1.0,8.0,1
2200120,2200120,武蔵藤沢,,,22001,11,358-0011,入間市下藤沢４９４-４,139.412736,35.820963,0000-00-00,0000-00-00,0,2200120,780.0,2112.0,5.415384615384616,683.0,2.887179487179487,"{0: 0, 1: 97, 2: 3, 3: 573, 4: 105, 5: 2}","{0: 0.0, 1: 0.12435897435897436, 2: 0.0038461538461538464, 3: 0.7346153846153847, 4: 0.1346153846153846, 5: 0.002564102564102564}",119046.76100000012,56.366837594697024,60303.30499999983,55.83639351851836,1080.0,320.44716908607484,280.59668780229373,48907.945578611,24774.388940748828,1.0660141811264985,0.0009469696969696,373.0,153.2394795757768,,1,POINT (139.412736 35.820963),1.0,5.0,2
2200121,2200121,稲荷山公園,,,22001,11,350-1324,狭山市稲荷山１-１,139.39842,35.845112,0000-00-00,0000-00-00,0,2200121,218.0,557.0,5.110091743119266,189.0,2.889908256880734,"{0: 0, 1: 29, 2: 4, 3: 149, 4: 34, 5: 2}","{0: 0.0, 1: 0.13302752293577982, 2: 0.01834862385321101, 3: 0.6834862385321101, 4: 0.1559633027522936, 5: 0.009174311926605505}",35836.280999999944,64.33802692998195,19067.656000000003,64.41775675675676,296.0,162.99779719002183,141.3146039858446,26794.6553324891,14256.816172372031,1.0795581162428811,0.0035906642728904,114.0,85.23738018193802,,4,POINT (139.39842 35.845112),2.0,,4
2200122,2200122,入間市,,,22001,11,358-0008,入間市河原町２-１,139.390294,35.842904,0000-00-00,0000-00-00,0,2200122,455.0,1146.0,5.037362637362637,391.0,2.815384615384616,"{0: 0, 1: 64, 2: 8, 3: 333, 4: 48, 5: 2}","{0: 0.0, 1: 0.14065934065934066, 2: 0.017582417582417582, 3: 0.7318681318681318, 4: 0.1054945054945055, 5: 0.004395604395604396}",75487.37499999996,65.87030977312386,40722.50199999997,66.75819999999996,610.0,204.5328142010412,175.76336341232332,33933.286253624865,18305.687770038512,1.084823932152956,0.0052356020942408,252.0,113.27971248057666,,3,POINT (139.390294 35.842904),1.0,5.0,3
2200123,2200123,仏子,,,22001,11,358-0053,入間市仏子８８０,139.360115,35.83769,0000-00-00,0000-00-00,0,2200123,413.0,1058.0,5.123486682808717,341.0,2.743341404358353,"{0: 0, 1: 72, 2: 0, 3: 303, 4: 38}","{0: 0.0, 1: 0.17433414043583534, 2: 0.0, 3: 0.7336561743341404, 4: 0.09200968523002422}",67302.28600000005,63.61274669187151,34219.878,64.32307894736842,532.0,180.39085631801865,148.9425714393326,29396.40920992786,14946.6176646928,1.060629598606847,0.0009451795841209,229.0,100.02301718359872,,3,POINT (139.360115 35.83769),1.0,5.0,3
2200124,2200124,元加治,,,22001,11,358-0054,入間市野田１６７,139.345316,35.84058,0000-00-00,0000-00-00,0,2200124,673.0,1659.0,4.930163447251115,498.0,2.549777117384844,"{0: 0, 1: 175, 2: 0, 3: 451, 4: 47}","{0: 0.0, 1: 0.2600297176820208, 2: 0.0, 3: 0.6701337295690936, 4: 0.06983655274888559}",92056.8009999999,55.48933152501501,46264.244999999966,55.53930972388952,833.0,307.3033908586922,227.3953768909788,42034.72080074861,21125.05106094693,1.0692700851526356,0.0,324.0,147.943980145938,,1,POINT (139.345316 35.84058),1.0,5.0,2
2200125,2200125,飯能,,,22001,11,357-0038,飯能市仲町１１-２１,139.318824,35.851189,0000-00-00,0000-00-00,0,2200125,623.0,1718.0,5.515248796147673,542.0,2.942215088282504,"{0: 0, 1: 81, 2: 5, 3: 408, 4: 127, 5: 2}","{0: 0.0, 1: 0.13001605136436598, 2: 0.008025682182985553, 3: 0.6548956661316212, 4: 0.20385232744783308, 5: 0.0032102728731942215}",103196.06299999978,60.06755704307321,53300.33699999999,60.2263694915254,885.0,253.76302805081403,220.76976116138235,42034.26232713084,21710.521530094444,1.0416538313404091,0.0005820721769499,383.0,156.00520023027573,,1,POINT (139.318824 35.851189),1.0,5.0,2
2200126,1131708,東飯能,,,22001,11,357-0034,飯能市東町１丁目,139.325965,35.852928,0000-00-00,0000-00-00,0,2200126,778.0,2150.0,5.526992287917738,685.0,2.9318766066838045,"{0: 0, 1: 93, 2: 4, 3: 545, 4: 135, 5: 1}","{0: 0.0, 1: 0.11953727506426735, 2: 0.005141388174807198, 3: 0.7005141388174807, 4: 0.17352185089974292, 5: 0.0012853470437017994}",119950.87699999983,55.79110558139528,61886.08999999999,55.95487341772151,1106.0,316.97145266858496,279.0815489434199,48870.18474493664,25213.52679598816,1.0283331828075524,0.0004651162790697,468.0,190.67177358470147,,2,POINT (139.325965 35.852928),1.0,9.0,1
2200127,2200127,高麗,,,22001,11,350-1255,日高市武蔵台１-１-１,139.304414,35.881982,0000-00-00,0000-00-00,0,2200127,230.0,617.0,5.365217391304348,201.0,2.7956521739130435,"{0: 0, 1: 29, 2: 0, 3: 190, 4: 11}","{0: 0.0, 1: 0.12608695652173912, 2: 0.0, 3: 0.8260869565217391, 4: 0.04782608695652174}",47892.56100000001,77.62165478119937,23964.546000000013,77.55516504854373,309.0,128.3914344014717,112.20294919432963,26734.759147608627,13377.575807478492,1.0964422799585936,0.0,161.0,89.87400408103021,,4,POINT (139.304414 35.881982),2.0,,4
2200128,2200128,武蔵横手,,,22001,11,350-1257,日高市横手字山下７５０,139.280667,35.885256,0000-00-00,0000-00-00,0,2200128,21.0,50.0,4.761904761904762,16.0,2.619047619047619,"{0: 0, 1: 5, 2: 0, 3: 14, 4: 2}","{0: 0.0, 1: 0.23809523809523808, 2: 0.0, 3: 0.6666666666666666, 4: 0.09523809523809523}",9189.346,183.78692000000004,4594.673,183.78692,25.0,67.58080326134582,51.49013581816824,29572.54210125882,14786.271050629408,1.1144921781352986,0.0,12.0,38.61760186362618,,4,POINT (139.280667 35.885256),2.0,,4
2200129,2200129,東吾野,,,22001,11,357-0211,飯能市平戸２２０,139.260281,35.892439,0000-00-00,0000-00-00,0,2200129,39.0,84.0,4.307692307692308,24.0,2.282051282051282,"{0: 0, 1: 15, 2: 0, 3: 23, 4: 0, 5: 1}","{0: 0.0, 1: 0.38461538461538464, 2: 0.0, 3: 0.5897435897435898, 4: 0.0, 5: 0.02564102564102564}",11277.434000000008,134.25516666666675,5638.717000000001,134.25516666666667,42.0,39.98878295549051,24.60848181876339,11563.355397971012,5781.677698985503,1.0992761647923328,0.0,18.0,18.456361364072546,,4,POINT (139.260281 35.892439),,,4
2200130,2200130,吾野,,,22001,11,357-0213,飯能市坂石町分３２６-１,139.226787,35.908502,0000-00-00,0000-00-00,0,2200130,44.0,96.0,4.363636363636363,28.0,2.2954545454545454,"{0: 0, 1: 16, 2: 0, 3: 27, 4: 1}","{0: 0.0, 1: 0.36363636363636365, 2: 0.0, 3: 0.6136363636363636, 4: 0.022727272727272728}",12712.044000000004,132.41712500000003,6356.022,132.417125,48.0,60.28570169634967,38.36362835222252,17417.147557610726,8708.57377880536,1.089871757807964,0.0,27.0,36.99349876821457,,4,POINT (139.226787 35.908502),,,4
