station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km,station_name_roman,cluster_number,geometry,upa,land_use,group_number
1130515,1130515,吉川,,,11305,11,342-0045,吉川市木売１-６-１,139.843162,35.87662,0000-00-00,0000-00-00,0,1130515,512.0,1449.0,5.66015625,478.0,3.041015625,"{0: 0, 1: 34, 2: 6, 3: 379, 4: 91, 5: 2}","{0: 0.0, 1: 0.06640625, 2: 0.01171875, 3: 0.740234375, 4: 0.177734375, 5: 0.00390625}",96321.61799999973,66.47454658385074,49858.81299999992,67.10472812920581,743.0,205.95687969417835,192.2800556519868,38746.288848387776,20056.18271628031,1.0347959379305047,0.0,345.0,138.77953807517875,,3,POINT (139.843162 35.87662),1.0,9.0,3
1130526,1130526,吉川美南,,,11305,11,342-0000,埼玉県吉川市,139.858167,35.868056,2012-03-17,0000-00-00,0,1130515,207.0,572.0,5.526570048309178,207.0,3.1207729468599035,"{0: 0, 1: 0, 2: 4, 3: 174, 4: 29}","{0: 0.0, 1: 0.0, 2: 0.01932367149758454, 3: 0.8405797101449275, 4: 0.14009661835748793}",55766.028,97.49305594405594,28628.76299999998,96.06967449664424,298.0,90.3596983515104,90.3596983515104,24343.00226252117,12497.035694960774,1.05798341227337,0.0,154.0,67.22412341126861,,4,POINT (139.858167 35.868056),1.0,,4
1130516,1130516,新三郷,,,11305,11,341-0012,三郷市半田,139.869341,35.858667,0000-00-00,0000-00-00,0,1130516,172.0,444.0,5.162790697674419,163.0,3.0872093023255816,"{0: 0, 1: 9, 2: 3, 3: 125, 4: 34, 5: 1}","{0: 0.0, 1: 0.05232558139534884, 2: 0.01744186046511628, 3: 0.7267441860465116, 4: 0.19767441860465115, 5: 0.005813953488372093}",52971.537,119.30526351351352,28927.383000000005,117.59098780487808,246.0,77.04204372334145,73.01077399363172,23726.95040492209,12957.120383068865,1.058288106007773,0.0045045045045045,115.0,51.51066876851318,,4,POINT (139.869341 35.858667),2.0,,4
1130517,1130517,三郷,,,11305,11,341-0024,三郷市三郷,139.886341,35.845004,0000-00-00,0000-00-00,0,1130517,434.0,1274.0,5.870967741935484,428.0,3.200460829493088,"{0: 0, 1: 6, 2: 0, 3: 330, 4: 97, 5: 1}","{0: 0.0, 1: 0.013824884792626729, 2: 0.0, 3: 0.7603686635944701, 4: 0.22350230414746544, 5: 0.002304147465437788}",85311.49700000003,66.96349843014131,44058.567000000025,66.95830851063833,658.0,187.19775323747177,184.6097658655252,36797.51281964359,19003.835837010647,1.0192080354989848,0.0,340.0,146.65261774364149,,3,POINT (139.886341 35.845004),1.0,10.0,3
1131707,1131707,金子,,,11317,11,358-0046,入間市南峯,139.328546,35.810822,0000-00-00,0000-00-00,0,1131707,394.0,1084.0,5.50253807106599,340.0,2.83502538071066,"{0: 0, 1: 54, 2: 0, 3: 297, 4: 43}","{0: 0.0, 1: 0.13705583756345177, 2: 0.0, 3: 0.7538071065989848, 4: 0.10913705583756345}",73812.95600000002,68.09313284132843,36906.47800000004,68.09313284132848,542.0,182.58171792909243,157.55782765454677,34205.32058859014,17102.660294295085,1.059417091045339,0.0,223.0,103.33939872636452,,3,POINT (139.328546 35.810822),1.0,5.0,3
1131708,1131708,東飯能,,,11317,11,357-0034,飯能市東町１丁目,139.325965,35.852928,0000-00-00,0000-00-00,0,1131708,778.0,2150.0,5.526992287917738,685.0,2.9318766066838045,"{0: 0, 1: 93, 2: 4, 3: 545, 4: 135, 5: 1}","{0: 0.0, 1: 0.11953727506426735, 2: 0.005141388174807198, 3: 0.7005141388174807, 4: 0.17352185089974292, 5: 0.0012853470437017994}",119950.87699999983,55.79110558139528,61886.08999999999,55.95487341772151,1106.0,316.97145266858496,279.0815489434199,48870.18474493664,25213.52679598816,1.0283331828075524,0.0004651162790697,468.0,190.67177358470147,,2,POINT (139.325965 35.852928),1.0,9.0,1
1131709,1131709,高麗川,,,11317,11,350-1205,日高市原宿,139.33809,35.896328,0000-00-00,0000-00-00,0,1131709,761.0,1932.0,5.077529566360052,595.0,2.654402102496715,"{0: 0, 1: 166, 2: 0, 3: 527, 4: 67, 5: 1}","{0: 0.0, 1: 0.21813403416557162, 2: 0.0, 3: 0.6925098554533509, 4: 0.08804204993429698, 5: 0.001314060446780552}",105608.55999999995,54.66281573498962,53356.162,54.55640286298569,978.0,314.3925551825054,245.8128388089234,43630.15115314707,22043.07504061984,1.0577296307492017,0.0010351966873706,358.0,147.90083410688166,,1,POINT (139.33809 35.896328),1.0,5.0,2
1131801,1131709,高麗川,,,11318,11,350-1205,日高市原宿,139.33809,35.896328,0000-00-00,0000-00-00,0,1131801,761.0,1932.0,5.077529566360052,595.0,2.654402102496715,"{0: 0, 1: 166, 2: 0, 3: 527, 4: 67, 5: 1}","{0: 0.0, 1: 0.21813403416557162, 2: 0.0, 3: 0.6925098554533509, 4: 0.08804204993429698, 5: 0.001314060446780552}",105608.55999999995,54.66281573498962,53356.162,54.55640286298569,978.0,314.3925551825054,245.8128388089234,43630.15115314707,22043.07504061984,1.0577296307492017,0.0010351966873706,358.0,147.90083410688166,,1,POINT (139.33809 35.896328),1.0,5.0,2
1131802,1131802,毛呂,,,11318,11,350-0441,入間郡毛呂山町字岩井,139.309237,35.940806,0000-00-00,0000-00-00,0,1131802,396.0,1055.0,5.328282828282828,344.0,2.851010101010101,"{0: 0, 1: 52, 2: 0, 3: 300, 4: 43, 5: 1}","{0: 0.0, 1: 0.13131313131313133, 2: 0.0, 3: 0.7575757575757576, 4: 0.10858585858585859, 5: 0.0025252525252525255}",71395.41600000008,67.67338009478681,35930.432,67.15968598130841,535.0,174.86824793050965,151.90575072751344,31527.2507732068,15866.39315966242,1.0756711700643842,0.0,226.0,99.79854553609894,,3,POINT (139.309237 35.940806),1.0,9.0,3
1131803,1131803,越生,,,11318,11,350-0416,入間郡越生町字越生,139.299437,35.962559,0000-00-00,0000-00-00,0,1131803,352.0,979.0,5.5625,313.0,2.883522727272727,"{0: 0, 1: 39, 2: 0, 3: 276, 4: 37}","{0: 0.0, 1: 0.11079545454545454, 2: 0.0, 3: 0.7840909090909091, 4: 0.10511363636363637}",64487.41199999997,65.87069662921346,32440.584,65.80240162271805,493.0,170.35772470278016,151.4828631590062,31210.024944007822,15700.295676901746,1.037138320721873,0.0010214504596527,227.0,109.8613736009406,,3,POINT (139.299437 35.962559),1.0,5.0,3
1131804,1131804,明覚,,,11318,11,355-0354,比企郡ときがわ町番匠,139.288789,36.003309,0000-00-00,0000-00-00,0,1131804,161.0,386.0,4.795031055900621,119.0,2.571428571428572,"{0: 0, 1: 42, 2: 0, 3: 104, 4: 15}","{0: 0.0, 1: 0.2608695652173913, 2: 0.0, 3: 0.6459627329192547, 4: 0.09316770186335403}",36703.788000000015,95.08753367875651,18351.894,95.08753367875649,193.0,93.8564494978941,69.37215832453042,21396.815060890764,10698.407530445378,1.0714166501673092,0.0,96.0,55.96409411054555,,4,POINT (139.288789 36.003309),4.0,,4
1131805,1131805,小川町,,,11318,11,355-0328,比企郡小川町大字大塚,139.260412,36.05903,0000-00-00,0000-00-00,0,1131805,296.0,790.0,5.337837837837838,256.0,2.810810810810811,"{0: 0, 1: 40, 2: 0, 3: 232, 4: 24}","{0: 0.0, 1: 0.13513513513513514, 2: 0.0, 3: 0.7837837837837838, 4: 0.08108108108108109}",68012.37400000005,86.09161265822792,34230.143,85.7898320802005,399.0,134.7530601841528,116.5431871862943,30962.41732057133,15583.163918213364,1.093539105528566,0.0025316455696202,193.0,87.86263721466719,,3,POINT (139.260412 36.05903),1.0,9.0,3
1131806,1131806,竹沢,,,11318,11,355-0336,比企郡小川町大字勝呂,139.229952,36.075466,0000-00-00,0000-00-00,0,1131806,76.0,199.0,5.2368421052631575,67.0,2.8421052631578947,"{0: 0, 1: 9, 2: 0, 3: 61, 4: 6}","{0: 0.0, 1: 0.11842105263157894, 2: 0.0, 3: 0.8026315789473685, 4: 0.07894736842105263}",23099.28100000002,116.07678894472372,11596.391,115.96391,100.0,44.86809558408485,39.554768475443225,13637.115103047843,6846.1576291897545,1.1087917339211872,0.0050251256281407,58.0,34.241441366801595,,4,POINT (139.229952 36.075466),1.0,5.0,4
1131807,1131807,折原,,,11318,11,369-1225,大里郡寄居町大字西ノ入,139.195205,36.096296,0000-00-00,0000-00-00,0,1131807,70.0,168.0,4.8,56.0,2.642857142857143,"{0: 0, 1: 14, 2: 0, 3: 53, 4: 3}","{0: 0.0, 1: 0.2, 2: 0.0, 3: 0.7571428571428571, 4: 0.04285714285714286}",22398.246,133.32289285714282,11199.123,133.32289285714288,84.0,37.38335996969657,29.90668797575725,11961.73847011166,5980.869235055831,1.0864553308275964,0.0,48.0,25.634303979220505,,4,POINT (139.195205 36.096296),4.0,,4
1131808,1131808,寄居,,,11318,11,369-1203,大里郡寄居町大字寄居,139.194224,36.118013,0000-00-00,0000-00-00,0,1131808,296.0,807.0,5.452702702702703,259.0,2.885135135135135,"{0: 0, 1: 37, 2: 0, 3: 219, 4: 40}","{0: 0.0, 1: 0.125, 2: 0.0, 3: 0.7398648648648649, 4: 0.13513513513513514}",66582.03699999991,82.50562205700113,34374.51699999997,83.63629440389288,411.0,143.11132516148325,125.22240951629786,32191.36333453005,16619.536079918682,1.0518898497599292,0.0024783147459727,200.0,96.69684132532652,,3,POINT (139.194224 36.118013),3.0,5.0,3
1131809,1131809,用土,,,11318,11,369-1201,大里郡寄居町用土,139.200758,36.153858,0000-00-00,0000-00-00,0,1131809,175.0,508.0,5.805714285714286,171.0,3.142857142857143,"{0: 0, 1: 4, 2: 0, 3: 138, 4: 33}","{0: 0.0, 1: 0.022857142857142857, 2: 0.0, 3: 0.7885714285714286, 4: 0.18857142857142858}",54620.00799999999,107.51970078740156,27310.004000000004,107.5197007874016,254.0,79.17901449899006,77.36920845329885,24712.90517352544,12356.452586762724,1.0294231663283675,0.0,150.0,67.86772671342005,,4,POINT (139.200758 36.153858),4.0,,4
1131810,1131810,松久,,,11318,11,367-0113,児玉郡美里町大字甘粕,139.182127,36.172938,0000-00-00,0000-00-00,0,1131810,128.0,348.0,5.4375,118.0,3.0,"{0: 0, 1: 10, 2: 0, 3: 98, 4: 20}","{0: 0.0, 1: 0.078125, 2: 0.0, 3: 0.765625, 4: 0.15625}",44312.722,127.33540804597702,22156.361,127.33540804597702,174.0,64.54239691221642,59.50002215344952,22344.135090505504,11172.067545252752,1.0374238262494972,0.0,103.0,51.93646001529915,,4,POINT (139.182127 36.172938),4.0,,4
1131811,1131811,児玉,,,11318,11,367-0212,本庄市児玉町児玉,139.13582,36.192624,0000-00-00,0000-00-00,0,1131811,385.0,1024.0,5.31948051948052,324.0,2.7974025974025976,"{0: 0, 1: 61, 2: 0, 3: 281, 4: 42, 5: 1}","{0: 0.0, 1: 0.15844155844155844, 2: 0.0, 3: 0.7298701298701299, 4: 0.10909090909090909, 5: 0.0025974025974025974}",76219.3020000001,74.4329121093751,38109.65100000003,74.43291210937505,512.0,163.73704228958184,137.79429013460913,32415.38461001669,16207.692305008335,1.0385140966448918,0.0,238.0,101.21926250628697,,3,POINT (139.13582 36.192624),1.0,5.0,3
1131812,1131812,丹荘,,,11318,11,367-0245,児玉郡神川町大字植竹,139.102306,36.216668,0000-00-00,0000-00-00,0,1131812,258.0,740.0,5.736434108527132,242.0,3.058139534883721,"{0: 0, 1: 16, 2: 0, 3: 195, 4: 47}","{0: 0.0, 1: 0.06201550387596899, 2: 0.0, 3: 0.7558139534883721, 4: 0.1821705426356589}",71165.454,96.16953243243243,35582.72700000002,96.16953243243248,370.0,110.13094178033596,103.30111593349343,30377.978570717743,15188.98928535888,1.0284174002872386,0.0,193.0,82.38477427753816,,3,POINT (139.102306 36.216668),4.0,,3
1131904,1131904,浦和,,,11319,11,330-0063,さいたま市浦和区高砂１丁目,139.657109,35.858496,0000-00-00,0000-00-00,0,1131904,751.0,2136.0,5.688415446071904,701.0,3.1025299600532623,"{0: 0, 1: 50, 2: 2, 3: 527, 4: 166, 5: 5, 6: 1}","{0: 0.0, 1: 0.06657789613848203, 2: 0.002663115845539281, 3: 0.7017310252996005, 4: 0.2210386151797603, 5: 0.006657789613848202, 6: 0.0013315579227696406}",127625.91600000043,59.74996067415751,66424.46899999995,59.46684780662485,1117.0,303.3294879526274,283.13444880797846,51548.20738983378,26828.89503235041,1.01755500865957,0.0004681647940074,492.0,198.7191851833458,,2,POINT (139.657109 35.858496),1.0,9.0,1
1131905,1131905,さいたま新都心,,,11319,11,330-0843,さいたま市大宮区吉敷町４丁目５７番地３,139.633587,35.893867,0000-00-00,0000-00-00,0,1131905,464.0,1221.0,5.262931034482759,445.0,3.1616379310344827,"{0: 0, 1: 19, 2: 0, 3: 339, 4: 99, 5: 7}","{0: 0.0, 1: 0.040948275862068964, 2: 0.0, 3: 0.7306034482758621, 4: 0.21336206896551724, 5: 0.015086206896551725}",87847.2359999999,71.94695823095815,51159.91500000003,74.68600729927012,685.0,184.54046031036725,176.98384663386514,34938.29605265829,20347.14280935187,1.022732177928131,0.0,310.0,123.29211787977124,,3,POINT (139.633587 35.893867),1.0,10.0,3
1131906,1131906,大宮,,,11319,11,330-0853,さいたま市大宮区錦町,139.62405,35.906439,0000-00-00,0000-00-00,0,1131906,614.0,1636.0,5.328990228013029,562.0,3.05700325732899,"{0: 0, 1: 52, 2: 5, 3: 419, 4: 132, 5: 6}","{0: 0.0, 1: 0.08469055374592833, 2: 0.008143322475570033, 3: 0.6824104234527687, 4: 0.21498371335504887, 5: 0.009771986970684038}",97008.10299999994,59.29590647921757,53283.36200000003,60.00378603603607,888.0,249.36547453812923,228.24657441437887,39398.1622779132,21640.11539106992,1.0171033362959854,0.0,381.0,154.73655667594014,,1,POINT (139.62405 35.906439),1.0,10.0,2
1131907,1131907,土呂,,,11319,11,331-0804,さいたま市北区土呂町１丁目,139.63214,35.931997,0000-00-00,0000-00-00,0,1131907,522.0,1594.0,6.10727969348659,496.0,3.2049808429118776,"{0: 0, 1: 26, 2: 0, 3: 339, 4: 155, 5: 2}","{0: 0.0, 1: 0.04980842911877394, 2: 0.0, 3: 0.6494252873563219, 4: 0.29693486590038315, 5: 0.0038314176245210726}",105890.11900000022,66.43043851944807,53418.52499999995,66.60663965087275,802.0,235.12215062588385,223.4110856521808,47695.617833928765,24061.06988747611,1.0319796295244077,0.0,399.0,179.71980478875028,,3,POINT (139.63214 35.931997),1.0,8.0,3
1131908,1131908,東大宮,,,11319,11,337-0051,さいたま市見沼区東大宮４丁目,139.640291,35.948751,0000-00-00,0000-00-00,0,1131908,756.0,2230.0,5.8994708994709,712.0,3.1613756613756614,"{0: 0, 1: 44, 2: 0, 3: 502, 4: 210}","{0: 0.0, 1: 0.0582010582010582, 2: 0.0, 3: 0.6640211640211641, 4: 0.2777777777777778}",132393.8250000002,59.36942825112116,68435.829,59.71712827225131,1146.0,305.46811979059095,287.6895519720909,53494.83173893464,27652.068797540207,1.0279956067239506,0.0,509.0,205.6657049912841,,2,POINT (139.640291 35.948751),1.0,9.0,1
1131909,1131909,蓮田,,,11319,11,349-0123,蓮田市本町,139.653016,35.981272,0000-00-00,0000-00-00,0,1131909,1016.0,2713.0,5.340551181102362,846.0,2.815944881889764,"{0: 0, 1: 170, 2: 1, 3: 691, 4: 154}","{0: 0.0, 1: 0.1673228346456693, 2: 0.000984251968503937, 3: 0.6801181102362205, 4: 0.1515748031496063}",138238.46800000014,50.9540980464431,70921.15300000012,51.42940754169697,1379.0,412.3114740729477,343.32234947412763,56099.71113648234,28781.107417699903,1.0295820081055278,0.0007371913011426,523.0,212.2430127363697,,2,POINT (139.653016 35.981272),1.0,9.0,1
1131910,1131910,白岡,,,11319,11,349-0217,埼玉県白岡市小久喜1213,139.666826,36.01774,0000-00-00,0000-00-00,0,1131910,725.0,1968.0,5.428965517241379,609.0,2.7944827586206897,"{0: 0, 1: 116, 2: 0, 3: 526, 4: 83}","{0: 0.0, 1: 0.16, 2: 0.0, 3: 0.7255172413793104, 4: 0.11448275862068966}",110345.86,56.07005081300812,55431.05500000008,56.04757836198189,989.0,308.9609273470461,259.5271789715187,47024.21963380319,23622.110560862264,1.0529141990251931,0.0010162601626016,370.0,157.67661119780283,,1,POINT (139.666826 36.01774),1.0,9.0,2
1131911,1131911,新白岡,,,11319,11,349-0211,埼玉県白岡市野牛1107-4,139.67208,36.038732,0000-00-00,0000-00-00,0,1131911,418.0,1224.0,5.856459330143541,393.0,3.0526315789473686,"{0: 0, 1: 25, 2: 1, 3: 319, 4: 73}","{0: 0.0, 1: 0.05980861244019139, 2: 0.0023923444976076554, 3: 0.7631578947368421, 4: 0.17464114832535885}",94237.26000000008,76.99122549019613,47299.586,77.03515635179154,614.0,184.8563869395356,173.80038293597488,41675.50095378381,20917.776487310628,1.1297412080665072,0.0024509803921568,300.0,132.6720480427289,,3,POINT (139.67208 36.038732),1.0,8.0,3
1131912,1131912,久喜,,,11319,11,346-0003,久喜市中央２丁目,139.67727,36.065684,0000-00-00,0000-00-00,0,1131912,673.0,1863.0,5.536404160475483,584.0,2.949479940564636,"{0: 0, 1: 89, 2: 3, 3: 438, 4: 140, 5: 2, 6: 1}","{0: 0.0, 1: 0.13224368499257058, 2: 0.004457652303120356, 3: 0.6508172362555721, 4: 0.20802377414561665, 5: 0.0029717682020802376, 6: 0.0014858841010401188}",115632.77400000033,62.06804830917892,59000.13699999991,62.23643143459906,948.0,271.28050010412727,235.40536710373007,46610.57467926837,23782.446763108463,1.0279501499209047,0.0005367686527106,385.0,155.19018208037,,1,POINT (139.67727 36.065684),1.0,9.0,2
1131913,1131913,東鷲宮,,,11319,11,340-0206,埼玉県久喜市西大輪326,139.67913,36.089428,0000-00-00,0000-00-00,0,1131913,357.0,1012.0,5.669467787114846,340.0,3.092436974789916,"{0: 0, 1: 17, 2: 1, 3: 274, 4: 62, 5: 3}","{0: 0.0, 1: 0.047619047619047616, 2: 0.0028011204481792717, 3: 0.7675070028011205, 4: 0.17366946778711484, 5: 0.008403361344537815}",85376.95200000015,84.36457707509896,45465.941000000064,86.2731328273246,527.0,150.88713707623688,143.70203531070177,36084.82873830621,19216.31840887145,1.065350896934646,0.0039525691699604,282.0,119.18815869887618,,3,POINT (139.67913 36.089428),1.0,5.0,3
1131914,1131914,栗橋,,,11319,11,349-1121,埼玉県久喜市栗橋北一丁目1-1,139.694177,36.136852,0000-00-00,0000-00-00,0,1131914,564.0,1645.0,5.833333333333333,521.0,3.0638297872340425,"{0: 0, 1: 43, 2: 0, 3: 400, 4: 120, 5: 1}","{0: 0.0, 1: 0.07624113475177305, 2: 0.0, 3: 0.7092198581560284, 4: 0.2127659574468085, 5: 0.0017730496453900709}",107789.25000000007,65.52537993920977,54071.14899999997,65.46143946731232,826.0,243.1062110994073,224.5715176999844,46461.411639622,23306.79461557004,1.0382262141367702,0.0012158054711246,393.0,169.39847688309766,,1,POINT (139.694177 36.136852),1.0,10.0,2
1132111,1132111,戸田公園,,,11321,11,335-0023,戸田市本町４丁目,139.678203,35.807906,0000-00-00,0000-00-00,0,1132111,457.0,1262.0,5.522975929978118,434.0,3.297592997811816,"{0: 0, 1: 23, 2: 5, 3: 248, 4: 176, 5: 4, 6: 1}","{0: 0.0, 1: 0.05032822757111598, 2: 0.010940919037199124, 3: 0.5426695842450766, 4: 0.3851203501094092, 5: 0.0087527352297593, 6: 0.002188183807439825}",89382.88900000002,70.82637797147387,52168.80799999994,72.1560276625172,723.0,203.1992311156864,192.9725739698204,39742.9635004349,23196.19622280494,1.0206233150727615,0.0,336.0,149.39812178308674,,3,POINT (139.678203 35.807906),1.0,5.0,3
1132112,1132112,戸田,,,11321,11,335-0021,戸田市新曽字柳原,139.669548,35.817665,0000-00-00,0000-00-00,0,1132112,515.0,1556.0,6.042718446601942,490.0,3.2233009708737863,"{0: 0, 1: 25, 2: 1, 3: 328, 4: 157, 5: 3, 6: 1}","{0: 0.0, 1: 0.04854368932038835, 2: 0.001941747572815534, 3: 0.6368932038834951, 4: 0.3048543689320388, 5: 0.005825242718446602, 6: 0.001941747572815534}",106535.08600000016,68.46727892030859,53775.86899999999,68.4171361323155,786.0,208.18614400980013,198.0800205141788,43066.26942930578,21738.622927934262,1.0169492020295077,0.0012853470437017,388.0,156.84703665204358,,3,POINT (139.669548 35.817665),1.0,10.0,3
