,pc1,pc2
0,0.2303871956069599,-1.5695420092416252
1,1.4485873780738694,-1.9073752031256188
2,2.3031586727545115,-2.714684626719519
3,-0.9403419495632026,-1.5194420517272673
4,1.5958126988545402,-2.0589547323511628
5,3.587462480944268,-1.2907611961203824
6,2.0863027964221947,-1.4243396973323454
7,0.6685497240454459,-1.8795902504187996
8,4.332540551690835,-3.2116467401247877
9,5.560675544281476,-1.211941871397095
10,-2.239507918614288,-0.28497601592190636
11,4.112318325615318,-1.918581906425231
12,3.765203303422072,-2.9360012657201944
13,3.1863352250129435,-2.7009833848787657
14,4.389091620406247,-2.5607627796882597
15,0.2303871956069599,-1.5695420092416252
16,4.132232873811529,-2.415415366671377
17,6.322145151496739,-2.2785825810801223
18,5.519704475415718,-1.7679789927885974
19,1.3737991009302633,-0.2716461397093356
20,-0.6353466389542969,-0.1997822499911077
21,2.2057120158095724,-3.001888613887127
22,1.9897459059515663,-2.8546243623771925
23,2.477309364628912,-2.222321496767969
24,0.9816651154637009,-1.4812445499259848
25,0.5969254073383121,-1.0861273437628616
26,3.694977951683971,-1.3025855670828574
27,1.3144676503948238,-2.4646538875157162
28,3.1251312445433492,-2.4659648250544572
29,0.7102738598251375,-1.168544377432747
30,-0.24367342523565158,0.5308528254289068
31,0.2303871956069599,-1.5695420092416252
32,-0.46920969621272307,-0.6011032370400596
33,0.47404570812359814,-0.16021828930075785
34,1.319614363104631,-1.1662105714405344
35,1.1300185680040207,-1.2788535563758119
36,-1.1434250137035058,-0.7417834129893373
37,1.0520336329699378,-1.0295423812541875
38,-1.7735195352327453,-0.2882009587473138
39,0.1755978542133418,-1.317507266945984
40,-1.0569486731841153,-0.7243600917288854
41,1.4466031395137835,-0.5349930531004645
42,0.1677303881363809,0.7606418508428818
43,-0.24367342523565158,0.5308528254289068
44,-0.31371142923039774,-0.03214153144243877
45,-0.04821315490591063,1.79007997664875
46,2.930397190969989,1.1090145148927426
47,-0.3880550048381225,2.5619453704348074
48,1.0679438147512537,0.9440210759735785
49,-1.1696400541027976,1.8308837759808338
50,-2.1333772984365535,2.6604212413292125
51,-2.1333772984365535,2.6604212413292125
52,-2.4243790002223786,2.4798818652833825
53,-1.1185625850790488,1.4914478925018038
54,-2.498473768501248,2.205056911165977
55,-1.1355500289366391,1.1762320132173882
56,1.8048366906944198,0.4619377165672768
57,-0.6559736252357936,0.9240513220235912
58,-0.9715950234143677,1.4729609440204257
59,-2.3814199560359097,2.6324184854117854
60,-1.1015241539409568,3.0094252167885025
61,-0.712205025840785,2.5075315652045225
62,-2.55208293227774,3.603944801315531
63,-1.0809579978819621,2.279096132478743
64,-2.339418112874795,2.510499791460896
65,-3.775312290205652,2.8277164293300157
66,-4.208493233000501,2.6046811637933702
67,-1.1820818189665083,2.2649148818144633
68,-1.1820818189665083,2.2649148818144633
69,-4.026517498734129,1.6152685492297207
70,-2.305641338911812,2.0649517460796902
71,-3.4775789180458565,4.916214399905738
72,-2.2706476784016187,2.124166011179097
73,-2.7180029561056287,1.2988861524748814
74,-3.200470451213703,2.0783706598409224
75,-3.2984441721424327,2.174820569594384
76,-3.9572976490076286,2.3237214706547458
77,-2.7819877432907436,1.7059900281681997
78,-4.115947463616166,1.7763530305159427
79,-4.932303108144142,1.506204264557305
80,-4.738109532457764,1.7467145124995025
81,-2.3072991333491544,0.6095515512699857
82,-3.141356645456022,3.363742948505668
83,-2.062398915609645,2.57504179309171
84,-2.9836681864824928,1.2054611814762421
85,-2.1333772984365535,2.6604212413292125
86,-1.1696400541027976,1.8308837759808338
87,1.0651144943577104,0.8090911237307895
88,-0.30371088078409747,2.7814733533223004
89,-0.4048196206890639,2.7774534267130093
90,-0.8333355229082186,-0.3365093324815295
91,-0.7224724687367793,0.23477130174634278
92,-1.2041095196782488,-1.369968081407043
93,0.31470908857138963,-1.456442349957468
94,2.219402364266638,-1.8264134722909138
95,1.6563479532200167,-2.1892561123255474
96,1.4762259149123569,-3.0300242332636214
97,2.0206195440397154,-1.8720762904869723
98,3.8945136414687207,-2.3231953952038844
99,2.7873769772594716,-1.9297921372474751
100,1.3323381534665508,-2.126189518543838
101,0.17104315288174415,-1.4800299415082094
102,-1.0436461529779917,-1.4617372397463333
103,2.1410933333446955,-2.6542586842687235
104,1.7944332904166564,-2.3444625666492467
105,3.8014588848792994,-2.891289645055126
106,5.560675544281476,-1.211941871397095
107,1.3737991009302633,-0.2716461397093356
108,-0.23132670627397323,0.0923829780650385
109,0.48182468812543944,-0.9222716263970772
110,-1.5043664899066975,1.1619049015531735
111,-0.8400231869241059,-0.14277226843528157
112,0.896382953863046,-1.6746393830726434
113,0.30400131836480954,-0.20072984110339206
114,1.079112842494764,-1.5086703406138195
115,0.780050165143907,-2.892377564441977
116,5.834599434508086,-0.7747138678600157
117,0.9850884777720978,0.6730577851553775
118,-2.69695628810565,3.2721250605485377
119,-1.7283835536823318,2.303000628190663
120,-3.5436701109876445,2.850497621741866
121,-0.48504886978733786,0.30125878638543685
122,-2.1565725787844996,1.4705171022893337
123,-3.5865506230284434,1.7506517452613175
124,-3.9369906357737974,1.4464739299949374
125,-1.3804879727495363,1.8177192835181437
126,-3.572575137249604,1.8611011117626186
127,-3.9432970116516857,1.185721110317861
128,-2.6917880694853173,1.1386465466249087
129,-2.9836681864824928,1.2054611814762421
130,-3.2413291635504295,2.084193678950675
131,-3.6797564275224466,1.6830492922386147
132,-3.169556806894928,0.8469418951071271
133,-0.7793455208941702,0.1353912809238292
134,1.1431295239947026,-0.27569157093291596
135,3.5235921800692935,-0.3576152539567304
136,0.13613024552541295,-1.005034859336974
137,0.6395005329265117,-0.1518808420575214
138,-0.4788457248779683,0.10770651758469024
139,-0.966036624023587,-0.5170951397014892
140,-2.9739169844391524,0.34060986324509207
141,-0.09260448780259109,-0.014471201639860445
142,-2.621585069650933,0.7960624735632854
143,2.131876589768563,-1.174753521301216
144,-2.709869333803909,1.8188059159703325
145,-2.307667027466922,3.4026486716627597
146,0.044749884293612055,0.43202573290615515
147,0.6059707880155039,-0.023401442175044255
148,1.2946989941352094,-2.06669630695728
149,1.788146885779809,-2.6287291510932858
150,-0.8359948585999203,-2.438558748979458
151,-2.9061961124371254,0.15549806848623596
152,-2.9061961124371254,0.15549806848623596
153,-2.993816583316123,-0.4333982622760248
154,-1.5904490506866709,1.8971460257945723
155,0.28205861003045046,-1.173214314325816
156,1.257199180710695,-1.5255489166745373
157,-0.3817406346250361,-1.4085764684055586
158,2.6555419236667586,-2.235541396408739
159,0.410683174077208,-2.2659865746433097
160,-3.2413291635504295,2.084193678950675
161,-0.3507185458380589,-1.0659119379035873
162,-2.1333772984365535,2.6604212413292125
163,-1.3070699919705364,2.415132164695504
164,-2.70365515769465,2.561439750542753
165,-3.996830171399325,4.020609563992007
166,-3.7334746560706997,3.6627260226300273
167,-2.604106991283903,3.248536371019975
168,-3.3592957643989227,4.202642624209588
169,-0.602529031502573,1.3887128235215946
