pc1,pc2
-0.9324760258157753,0.7288407340858629
-1.1865888762001608,-0.6355035177997737
0.1370283355994219,-0.2746069756987483
0.4685082761537362,-1.378729520874332
0.9029377715081615,-0.3620983017192345
2.0471572153036455,0.33521243986654997
-0.03987803591631778,0.5081055390379288
-0.6007143892653094,0.8214560340924916
-0.9837220954874892,-0.09631204690048437
-4.524158263084993,-0.5606905836892535
-0.8806071379094976,-0.2223694720669545
-4.817782839497,-0.6216013756001878
-5.453848732648956,-0.5117303413402419
-1.7260158293034173,0.11306153664571723
-2.137192357064915,-0.7453600555272993
2.041163894905701,-0.30688087704430034
1.3582678743868382,-1.2022037100256655
1.3582678743868382,-1.2022037100256655
-2.353525085528508,-1.0037879650826373
-2.6682104803241384,-0.5267766494949675
-4.8656021811540375,-2.100381752074659
-3.294129461113328,-0.5268908459096572
-6.724219405911814,-0.5111756601112114
-6.607144939834601,-2.0481683648099924
-3.23197005683062,-0.40188567080415594
-5.145332032481221,-0.15739914731760923
-5.772758635814394,-0.8335405657192573
-2.318313459984328,-0.9766479511381536
-3.8416801912916267,-0.2091192409259882
2.000492016337011,0.08944626033199762
-1.7077223705472864,-0.9498111029334393
-0.06265147597253101,-0.844680465217981
-0.1991816430189794,0.6495585551799071
2.2048160552416074,0.43513176741593007
4.265419855917302,-0.5913823435356609
1.3919517986677301,-0.5534748496030609
-1.6099224485271555,0.588549816795993
0.9016980518321881,-0.3127039270268171
-2.571151872508192,0.4469455084486886
0.07505074013087813,0.3560752814320071
-1.4734190630020223,-0.48507435271035576
-0.6809426528636706,0.7712467480725026
-0.23365185113337616,0.07755422207074361
0.6634386623246089,-0.42958809088984123
1.7245749046744598,0.06586147345695097
1.9123057162595736,-1.0127074822697422
1.0027436129071086,-0.8604673962444934
-1.2939587240927826,-0.7233127637752133
-0.06265147597253101,-0.844680465217981
1.9569796143190283,-0.8023514428236705
0.751563300110249,-1.0864820279436997
-0.5249848569481959,-0.76959664864024
-1.4452232621902135,-0.8545641093162427
-0.06265147597253101,-0.844680465217981
1.9569796143190283,-0.8023514428236705
1.4971950110608019,-0.4069793151851873
0.751563300110249,-1.0864820279436997
-0.5249848569481959,-0.76959664864024
-1.4452232621902135,-0.8545641093162427
-5.01988882579804,-1.0681908722606517
0.11731439686974601,0.2679774033976572
-3.553484185699732,-1.0104336925972048
0.5196099702593349,-0.7876323015476907
1.3582678743868382,-1.2022037100256655
2.000492016337011,0.08944626033199762
-1.7077223705472864,-0.9498111029334393
-0.06265147597253101,-0.844680465217981
2.150597680154639,0.2655134232211083
2.3031954334795746,-0.5288915773637669
2.6505509832794414,0.20764938057952384
3.107549758643413,-1.4696029018504917
2.1785353170140667,-1.0176754030201305
0.5363307903473966,-0.28154226958093165
-0.7795594435249871,0.22241170840255162
1.7532287947427636,-0.31328611211000995
-0.4746366666319397,0.23007950578599642
1.1440927035071582,-0.5316564907006378
1.3515992620242931,-0.6064854963890144
-0.5014017272975899,0.4387541189691672
-2.8069754173435104,0.6933290107719652
0.2855507484989934,-0.030877966057977126
-1.6139948421993604,-0.08638168557443425
-0.06265147597253101,-0.844680465217981
-0.06265147597253101,-0.844680465217981
-1.7077223705472864,-0.9498111029334393
0.7612121653578732,-0.3899460809607486
1.8246111612149507,0.3182055574775425
2.000492016337011,0.08944626033199762
2.0471572153036455,0.33521243986654997
5.874742746437517,-2.126444848396216
2.863658754389308,0.7327303028390503
-0.9358279775707478,0.032154249921429505
-0.06265147597253101,-0.844680465217981
2.000492016337011,0.08944626033199762
0.09268983916624965,-0.7732034978023147
1.0749812677788289,-0.6340142589926329
0.10649052589320196,-0.3845088733151635
1.9263214736135075,-0.9807485348953227
-0.5786518577790656,-0.5563876242692146
2.1604298925756624,-0.25599130534854697
4.329993064827667,-0.8226652128798952
3.0322680519417906,-0.4076998052820892
4.356549560836697,-1.0340798490692167
0.032705858313515454,-0.1878142516724941
-1.4452232621902135,-0.8545641093162427
-2.126360564263936,-0.36853097994364786
0.8789844902817648,0.2337570623194313
0.4279182173751806,-0.6660156380345853
0.41952155631360766,0.2069311824775152
3.0337871629121436,-0.4194127974381815
1.4391648846788871,0.07898456643508324
-0.5829549018481366,0.5878066203458249
-0.31655173422048655,-0.31158614522251665
-2.6538260602936194,-0.9008808147142127
-2.087091724226963,0.6817320378804059
2.1586364465370935,0.22283558455789854
-3.294129461113328,-0.5268908459096572
-6.346967264240839,-0.70653663858876
-5.548545352201451,-0.6254077613363049
-4.757067308428323,-0.350383266763875
-3.959413843795096,-0.9594481558419553
-3.217585247486002,-0.40036528228448787
0.08378101298525464,-0.46504595003488325
-0.48088369755637095,-0.6054827660510433
-1.9496005887209078,-1.1022730685856599
1.1275656955292361,-1.3220157305793834
-0.770721344350275,-0.13635761007876834
-0.7322592072647242,-0.011141343121963115
-0.8954146088443393,-0.027351728330182012
-0.5477781989235935,0.09575903813159481
3.9475755639423453,-1.2260373981221129
2.9080917505442763,-0.784698421066204
1.3062858836560367,-1.141892067728886
-1.8151368242852923,-0.6463093757607581
-1.3698032322270537,-0.44424954164486424
-2.949929026742229,-0.621249354022109
0.12054268375524055,-1.3267812765564013
2.5736584335996393,-0.5556773117278776
-0.5727956398136941,-1.1188479686748714
0.9016980518321881,-0.3127039270268171
-0.26787578002834067,-0.34781491361889716
-3.8833959935187443,0.23232355422209136
-1.0134440307018815,-0.9489599267405479
-3.514073827105319,-0.14136170802604797
-0.942684446073498,0.3340740112504873
2.5736584335996393,-0.5556773117278776
-3.1856058834380905,0.03045816443125149
0.6910150685152199,-0.5009404394928494
-3.2788891994007057,0.7837046541102368
0.14484130728993602,0.3763818962797374
