station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,station_name_roman,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportions,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,clean_intersection_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,clean_intersection_density_km
9961404,9961404,江坂,,,99614,27,564-0051,吹田市豊津町９,135.497106,34.758755,0000-00-00,0000-00-00,0,9961404,esaka,704.0,1812.0,5.1477272727272725,109452.00800000005,60.403977924944826,2.867897727272727,"{0: 0, 1: 127, 2: 1, 3: 417, 4: 156, 5: 3}","{0: 0.0, 1: 0.18039772727272727, 2: 0.0014204545454545455, 3: 0.5923295454545454, 4: 0.2215909090909091, 5: 0.004261363636363636}",577.0,60088.01400000008,973.0,61.75541007194253,1.0137219916248696,0.0,396.0,298.2761335895235,244.4677969902771,46373.468408877285,25458.551833797137,167.78032514410697
9961501,3400213,川西能勢口,,,99615,28,666-0015,川西市小花１-１-１０,135.413393,34.827654,0000-00-00,0000-00-00,0,9961501,kawanishinoseguchi,708.0,1787.0,5.048022598870056,103457.35299999974,57.89443368774468,2.7457627118644066,"{0: 0, 1: 130, 2: 0, 3: 502, 4: 72, 5: 4}","{0: 0.0, 1: 0.18361581920903955, 2: 0.0, 3: 0.7090395480225988, 4: 0.1016949152542373, 5: 0.005649717514124294}",578.0,55666.97800000006,936.0,59.47326709401716,1.0463578328907115,0.001068376068376,342.0,321.9335219367836,262.8214345755098,47042.92375924715,25312.240512877783,155.5102605965819
9961502,9961502,絹延橋,,,99615,28,666-0012,川西市絹延町３-２３,135.423025,34.834809,0000-00-00,0000-00-00,0,9961502,kinuenhashi,405.0,1055.0,5.209876543209877,71724.70199999998,67.98549952606633,2.908641975308642,"{0: 0, 1: 52, 2: 0, 3: 294, 4: 54, 5: 3, 6: 1, 7: 1}","{0: 0.0, 1: 0.12839506172839507, 2: 0.0, 3: 0.725925925925926, 4: 0.13333333333333333, 5: 0.007407407407407408, 6: 0.0024691358024691358, 7: 0.0024691358024691358}",353.0,39264.523000000045,558.0,70.3665286738352,1.050827095307954,0.003584229390681,233.0,184.06981135854383,160.43615656682957,32598.400905895724,17845.465041217813,105.89695320133512
9961503,9961503,滝山,,,99615,28,666-0002,川西市滝山町１２-３,135.421197,34.843075,0000-00-00,0000-00-00,0,9961503,takiyama,327.0,898.0,5.492354740061162,59314.13599999996,66.05137639198215,2.9021406727828745,"{0: 0, 1: 39, 2: 0, 3: 243, 4: 44, 5: 1}","{0: 0.0, 1: 0.11926605504587157, 2: 0.0, 3: 0.7431192660550459, 4: 0.1345565749235474, 5: 0.0030581039755351682}",288.0,30137.968000000008,451.0,66.8247627494457,1.0945169967997772,0.0044345898004434,212.0,259.55896576709347,228.60239186826584,47081.08805972085,23922.262398782143,168.2767606808068
9961504,9961504,鶯の森,,,99615,28,666-0001,兵庫県川西市鶯の森町,135.418888,34.847747,1953-08-21,0000-00-00,0,9961504,uguisunomori,504.0,1362.0,5.404761904761905,93141.74999999988,68.38601321585895,2.938492063492064,"{0: 0, 1: 60, 2: 0, 3: 360, 4: 81, 5: 2, 6: 0, 7: 1}","{0: 0.0, 1: 0.11904761904761904, 2: 0.0, 3: 0.7142857142857143, 4: 0.16071428571428573, 5: 0.003968253968253968, 6: 0.0, 7: 0.001984126984126984}",444.0,49320.57400000005,701.0,70.35745221112703,1.0816603986819024,0.0042796005706134,335.0,216.5769770277119,190.7940035720319,40024.52113109297,21193.850837681694,143.9549351275466
9961505,9961505,鼓滝,,,99615,28,666-0123,川西市鼓が滝１-５-１,135.418339,34.854735,0000-00-00,0000-00-00,0,9961505,tsuzumitaki,555.0,1420.0,5.117117117117117,91364.22,64.341,2.706306306306306,"{0: 0, 1: 118, 2: 0, 3: 364, 4: 73}","{0: 0.0, 1: 0.2126126126126126, 2: 0.0, 3: 0.6558558558558558, 4: 0.13153153153153152}",437.0,47812.29099999999,723.0,66.13041632088519,1.0784802080499103,0.0013831258644536,290.0,236.29172574993652,186.0531245994996,38898.39498305742,20356.12387828497,123.46774859005694
9961506,9961506,多田,,,99615,28,666-0122,川西市東多田３-１-２１,135.416497,34.860815,0000-00-00,0000-00-00,0,9961506,tada,629.0,1588.0,5.049284578696343,90577.40900000009,57.03867065491188,2.6534181240063592,"{0: 0, 1: 150, 2: 0, 3: 397, 4: 82}","{0: 0.0, 1: 0.2384737678855326, 2: 0.0, 3: 0.6311605723370429, 4: 0.13036565977742448}",479.0,46850.87799999996,806.0,58.12764019851112,1.101779084397008,0.0037220843672456,290.0,274.0350296231436,208.68486357628905,39461.65812162578,20411.41771160616,126.34365435725222
9961507,9961507,平野,,,99615,28,666-0121,川西市平野１-３６-１,135.417266,34.868719,0000-00-00,0000-00-00,0,9961507,heiya,375.0,999.0,5.328,60825.96500000005,60.8868518518519,2.824,"{0: 0, 1: 68, 2: 0, 3: 238, 4: 68, 5: 1}","{0: 0.0, 1: 0.18133333333333335, 2: 0.0, 3: 0.6346666666666667, 4: 0.18133333333333335, 5: 0.0026666666666666666}",307.0,31680.182,511.0,61.99644227005871,1.1029583043994284,0.0058708414872798,219.0,242.3585748501303,198.41088661064003,39311.18451009045,20474.570028034,141.5374077124761
9961508,9961508,一の鳥居,,,99615,28,666-0114,川西市東畦野山手１-１１-１,135.419888,34.879599,0000-00-00,0000-00-00,0,9961508,ichinotorii,208.0,588.0,5.653846153846154,45128.054999999935,76.74839285714275,3.110576923076923,"{0: 0, 1: 14, 2: 2, 3: 144, 4: 46, 5: 0, 6: 1, 7: 1}","{0: 0.0, 1: 0.0673076923076923, 2: 0.009615384615384616, 3: 0.6923076923076923, 4: 0.22115384615384615, 5: 0.0, 6: 0.004807692307692308, 7: 0.004807692307692308}",194.0,24141.090999999997,307.0,78.63547557003255,1.0603205528420148,0.0,153.0,196.32672017054728,183.11242169752967,42595.39916262526,22786.25585273421,144.41340474083526
9961509,9961509,畦野,,,99615,28,666-0117,川西市東畦野２-２-１２,135.415594,34.884954,0000-00-00,0000-00-00,0,9961509,azeno,474.0,1374.0,5.79746835443038,98606.4410000001,71.76596870451245,3.113924050632912,"{0: 0, 1: 38, 2: 2, 3: 308, 4: 123, 5: 1, 6: 1, 7: 1}","{0: 0.0, 1: 0.08016877637130802, 2: 0.004219409282700422, 3: 0.6497890295358649, 4: 0.25949367088607594, 5: 0.002109704641350211, 6: 0.002109704641350211, 7: 0.002109704641350211}",436.0,52239.42400000001,707.0,73.88885997171148,1.0462641945648037,0.0,359.0,219.57271646411905,201.9698404606665,45677.8145806517,24199.0553464154,166.3008548747231
9961510,9961510,山下,,,99615,28,666-0105,川西市見野１-１９-１,135.412172,34.892926,0000-00-00,0000-00-00,0,9961510,yamashita,433.0,1185.0,5.4734411085450345,80441.3080000001,67.88296033755283,2.9260969976905318,"{0: 0, 1: 60, 2: 1, 3: 285, 4: 86, 5: 0, 6: 1}","{0: 0.0, 1: 0.13856812933025403, 2: 0.0023094688221709007, 3: 0.6581986143187067, 4: 0.19861431870669746, 5: 0.0, 6: 0.0023094688221709007}",373.0,42043.78600000006,612.0,68.69899673202625,1.0569914493328163,0.0,279.0,230.723673478786,198.75272565262628,42863.081018934135,22402.994810337103,148.6649073916427
9961511,9961511,笹部,,,99615,28,666-0104,川西市笹部字川原２７７-２,135.416269,34.893765,0000-00-00,0000-00-00,0,9961511,sasabe,433.0,1217.0,5.621247113163972,79065.47299999997,64.96752095316349,3.0092378752886835,"{0: 0, 1: 48, 2: 1, 3: 284, 4: 99, 5: 1}","{0: 0.0, 1: 0.11085450346420324, 2: 0.0023094688221709007, 3: 0.6558891454965358, 4: 0.22863741339491916, 5: 0.0023094688221709007}",385.0,41076.50500000006,625.0,65.7224080000001,1.0392600109878156,0.0,304.0,236.7211072142831,210.47950641454733,43225.09540642263,22456.52596788233,166.1968050649932
9961512,9961512,光風台,,,99615,27,563-0104,豊能郡豊能町光風台３-５７-７,135.431429,34.899887,0000-00-00,0000-00-00,0,9961512,hikarikazedai,267.0,817.0,6.119850187265918,57873.16700000001,70.83618971848226,3.209737827715356,"{0: 0, 1: 5, 2: 0, 3: 196, 4: 66}","{0: 0.0, 1: 0.018726591760299626, 2: 0.0, 3: 0.7340823970037453, 4: 0.24719101123595505}",262.0,28989.172000000017,409.0,70.8781711491443,1.1011144089552367,0.0073349633251833,231.0,238.47490330360293,234.00908114435944,51690.25432283995,25892.09733914426,206.32098375704973
9961513,9961513,ときわ台,,,99615,27,563-0102,豊能郡豊能町ときわ台１-９-４,135.438195,34.906134,0000-00-00,0000-00-00,0,9961513,tokiwadai,376.0,1155.0,6.143617021276596,88409.42900000006,76.54496017316022,3.2367021276595747,"{0: 0, 1: 8, 2: 0, 3: 263, 4: 105}","{0: 0.0, 1: 0.02127659574468085, 2: 0.0, 3: 0.699468085106383, 4: 0.27925531914893614}",368.0,44257.30299999999,578.0,76.5697283737024,1.1238916583638343,0.0051903114186851,324.0,164.32420552770012,160.8279458356214,38637.79037654953,19341.878069876857,141.5985175291884
9961514,9961514,妙見口,,,99615,27,563-0101,豊能郡豊能町吉川１４６-１,135.444597,34.911539,0000-00-00,0000-00-00,0,9961514,myoukenkuchi,134.0,358.0,5.343283582089552,33985.79800000003,94.9323966480448,2.992537313432836,"{0: 0, 1: 13, 2: 0, 3: 96, 4: 25}","{0: 0.0, 1: 0.09701492537313433, 2: 0.0, 3: 0.7164179104477612, 4: 0.1865671641791045}",121.0,16992.898999999994,179.0,94.93239664804466,1.0994497292465235,0.0,102.0,82.2542016671534,74.27431643078776,20861.75136202344,10430.875681011708,62.61140723917647
9961601,3200715,中百舌鳥,,,99616,27,591-8023,堺市北区中百舌鳥町２丁１９６,135.504454,34.556232,0000-00-00,0000-00-00,0,9961601,nakamozu,749.0,1920.0,5.126835781041389,114891.66600000014,59.83940937500007,2.870493991989319,"{0: 0, 1: 110, 2: 2, 3: 513, 4: 123, 5: 1}","{0: 0.0, 1: 0.14686248331108145, 2: 0.0026702269692923898, 3: 0.684913217623498, 4: 0.16421895861148197, 5: 0.0013351134846461949}",639.0,63266.011999999966,1031.0,61.36373617846748,1.052340512719382,0.0038797284190106,425.0,299.51789424670955,255.5299525015319,45944.07191831284,25299.46954823371,169.95341128818632
9961602,9961602,深井,,,99616,27,599-8236,堺市中区深井沢町３２９０,135.497461,34.530398,0000-00-00,0000-00-00,0,9961602,fukai,656.0,1654.0,5.0426829268292686,99703.70200000008,60.2803518742443,2.8216463414634148,"{0: 0, 1: 112, 2: 5, 3: 429, 4: 108, 5: 2}","{0: 0.0, 1: 0.17073170731707318, 2: 0.007621951219512195, 3: 0.6539634146341463, 4: 0.16463414634146342, 5: 0.003048780487804878}",544.0,56646.52499999992,888.0,63.79113175675667,1.0529728188004093,0.0011261261261261,372.0,268.1397402297961,222.3597845808065,40753.84871071496,23154.244662226567,152.05485269128678
