,station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km
1514,1131219,1131104,吉祥寺,,,11312,13,180-0003,東京都武蔵野市吉祥寺南町,139.579765,35.703119,0000-00-00,0000-00-00,0,1131219,619,1589,5.1340872374798066,539,2.9709208400646205,"{0: 0, 1: 80, 2: 0, 3: 397, 4: 142}","{0: 0.0, 1: 0.12924071082390953, 2: 0.0, 3: 0.6413570274636511, 4: 0.2294022617124394}",100702.93899999993,63.37504027690367,55343.37699999999,63.033458997722086,878,258.223583482545,224.85058400176374,42009.4891370018,23087.181148571013,1.0253236034053563,0.0,366,152.68147262457427
1515,1131220,1131105,三鷹,,,11312,13,181-0013,東京都三鷹市下連雀三丁目46-1,139.560325,35.702683,0000-00-00,0000-00-00,0,1131220,639,1629,5.098591549295775,597,3.151799687010955,"{0: 0, 1: 42, 2: 4, 3: 412, 4: 178, 5: 2, 6: 1}","{0: 0.0, 1: 0.06572769953051644, 2: 0.006259780907668232, 3: 0.6447574334898278, 4: 0.27856025039123633, 5: 0.003129890453834116, 6: 0.001564945226917058}",103866.84199999983,63.76110620012267,61682.727,64.6569465408805,954,259.36696080769457,242.31936713958316,42159.04090490291,25036.715862786732,1.0140301106604455,0.0,415,168.44646124443386
1516,1131221,1131221,武蔵境,,,11312,13,180-0022,武蔵野市境１丁目,139.543402,35.702083,0000-00-00,0000-00-00,0,1131221,703,1847,5.2546230440967285,618,2.923186344238976,"{0: 0, 1: 85, 2: 4, 3: 494, 4: 120}","{0: 0.0, 1: 0.12091038406827881, 2: 0.005689900426742532, 3: 0.7027027027027027, 4: 0.17069701280227595}",109606.32200000029,59.34289225771537,59469.57000000002,59.94916330645164,992,291.2261770085181,256.01390809568164,45405.73276248182,24635.982246714742,1.033311755917774,0.0010828370330265296,386,159.90512706299856
1517,1131222,1131222,東小金井,,,11312,13,184-0002,小金井市梶野町５丁目,139.524837,35.701643,0000-00-00,0000-00-00,0,1131222,657,1738,5.290715372907154,559,2.8158295281582952,"{0: 0, 1: 98, 2: 4, 3: 476, 4: 79}","{0: 0.0, 1: 0.1491628614916286, 2: 0.0060882800608828, 3: 0.7245053272450532, 4: 0.1202435312024353}",104722.24800000012,60.25445799769857,53116.38799999998,60.15445979614947,883,267.4186631218116,227.5297301142963,42625.08913131026,21619.959617685585,1.0607754710330095,0.0023014959723820483,383,155.89246267222808
1518,1131223,1131223,武蔵小金井,,,11312,13,184-0004,小金井市本町６丁目,139.506483,35.701337,0000-00-00,0000-00-00,0,1131223,893,2303,5.157894736842105,718,2.7032474804031357,"{0: 0, 1: 175, 2: 2, 3: 629, 4: 87}","{0: 0.0, 1: 0.1959686450167973, 2: 0.0022396416573348264, 3: 0.7043673012318029, 4: 0.09742441209406495}",120264.00200000011,52.22058271819371,61095.33200000008,52.21823247863255,1170,360.18295395989367,289.59838851422586,48507.32754243964,24642.21405702178,1.056281262145037,0.0,438,176.66308380115726
1519,1131224,1131106,国分寺,,,11312,13,185-0012,東京都国分寺市本町二丁目1-23,139.480841,35.700123,0000-00-00,0000-00-00,0,1131224,580,1624,5.6,523,2.9379310344827587,"{0: 0, 1: 57, 2: 0, 3: 447, 4: 74, 5: 2}","{0: 0.0, 1: 0.09827586206896552, 2: 0.0, 3: 0.7706896551724138, 4: 0.12758620689655173, 5: 0.0034482758620689655}",99899.23100000012,61.514304802955735,50247.408999999905,61.42715036674805,818,241.82459661008713,218.059075908751,41651.881445229206,20950.102434701792,1.0615624265192165,0.0,342,142.5931242080169
1520,1131225,1130503,西国分寺,,,11312,13,185-0013,国分寺市西恋ケ窪２丁目,139.465994,35.699744,0000-00-00,0000-00-00,0,1131225,605,1588,5.249586776859504,515,2.8330578512396696,"{0: 0, 1: 90, 2: 3, 3: 433, 4: 76, 5: 3}","{0: 0.0, 1: 0.1487603305785124, 2: 0.0049586776859504135, 3: 0.715702479338843, 4: 0.1256198347107438, 5: 0.0049586776859504135}",97397.19400000018,61.33324559193966,50926.200999999935,62.180953601953526,819,244.34194816233315,207.99355917950672,39335.90103719793,20567.61514850668,1.0739222393153538,0.0,328,132.4696842929674
1521,1131226,1131226,国立,,,11312,13,186-0001,国立市北１丁目,139.44634,35.69923,0000-00-00,0000-00-00,0,1131226,483,1226,5.076604554865424,416,3.002070393374741,"{0: 0, 1: 67, 2: 1, 3: 286, 4: 124, 5: 3, 6: 2}","{0: 0.0, 1: 0.13871635610766045, 2: 0.002070393374741201, 3: 0.5921325051759835, 4: 0.2567287784679089, 5: 0.006211180124223602, 6: 0.004140786749482402}",85534.06699999978,69.7667756933114,48528.19800000007,70.74081341107882,686,197.3974672188992,170.01520986141216,34956.95276756022,19833.00905568792,1.039136436200719,0.0,272,111.16379106323103
1522,1131227,1130325,立川,,,11312,13,190-0012,東京都立川市曙町二丁目1-1,139.413704,35.698202,0000-00-00,0000-00-00,0,1131227,547,1422,5.19926873857404,504,3.1115173674588665,"{0: 0, 1: 43, 2: 1, 3: 363, 4: 133, 5: 6, 6: 1}","{0: 0.0, 1: 0.07861060329067641, 2: 0.0018281535648994515, 3: 0.6636197440585009, 4: 0.24314442413162707, 5: 0.010968921389396709, 6: 0.0018281535648994515}",92066.39800000003,64.74430239099861,54009.36600000013,66.51399753694598,812,224.40060720075942,206.76034008991363,37769.205875661406,22156.735877382234,1.025431333109126,0.0,349,143.17333073686478
1523,1131228,1131108,日野,,,11312,13,191-0061,日野市大坂上１丁目,139.39393,35.679244,0000-00-00,0000-00-00,0,1131228,627,1729,5.515151515151516,544,2.9154704944178627,"{0: 0, 1: 83, 2: 0, 3: 431, 4: 113}","{0: 0.0, 1: 0.13237639553429026, 2: 0.0, 3: 0.6874003189792663, 4: 0.18022328548644337}",104431.25800000045,60.39980219780246,53790.96699999996,60.507274465691744,889,282.0081208621058,244.67690231098175,46970.435132130595,24193.763194618077,1.054548637203742,0.002313475997686524,395,177.66061840595182
1524,1131229,1131109,豊田,,,11312,13,191-0053,日野市豊田４丁目,139.381495,35.659502,0000-00-00,0000-00-00,0,1131229,600,1680,5.6,553,3.058333333333333,"{0: 0, 1: 47, 2: 1, 3: 425, 4: 124, 5: 3}","{0: 0.0, 1: 0.07833333333333334, 2: 0.0016666666666666668, 3: 0.7083333333333334, 4: 0.20666666666666667, 5: 0.005}",103088.40899999997,61.362148214285696,54686.376000000106,61.93247565118925,883,260.4200649843086,240.02049322720444,44743.816951514964,23735.71598612727,1.0233955110558162,0.0017857142857142857,404,175.3495104227678
1525,1131230,1130620,八王子,,,11312,13,192-0083,東京都八王子市旭町1-1,139.338998,35.655555,0000-00-00,0000-00-00,0,1131230,775,2229,5.752258064516129,732,3.16,"{0: 0, 1: 43, 2: 3, 3: 530, 4: 187, 5: 10, 6: 2}","{0: 0.0, 1: 0.05548387096774193, 2: 0.003870967741935484, 3: 0.6838709677419355, 4: 0.24129032258064517, 5: 0.012903225806451613, 6: 0.0025806451612903226}",123065.53000000004,55.211094661283106,65108.07599999989,55.31697196261673,1177,314.3447388880168,296.90367595616556,49916.1314760844,26408.23374157564,1.0229085027295586,0.0,493,199.96381454424812
1526,1131231,1131111,西八王子,,,11312,13,193-0835,八王子市千人町２丁目,139.31264,35.656621,0000-00-00,0000-00-00,0,1131231,634,1841,5.807570977917981,579,3.1246056782334386,"{0: 0, 1: 55, 2: 1, 3: 389, 4: 188, 5: 1}","{0: 0.0, 1: 0.08675078864353312, 2: 0.0015772870662460567, 3: 0.613564668769716, 4: 0.29652996845425866, 5: 0.0015772870662460567}",122661.40500000028,66.627596414992,62195.31499999993,66.16522872340418,940,253.68208442227743,231.6749635339095,49080.44305767387,24886.178470820378,1.0313906440486706,0.0010863661053775121,435,174.05631975345534
1527,1131232,1131112,高尾,,,11312,13,193-0844,八王子市高尾町,139.282288,35.642026,0000-00-00,0000-00-00,0,1131232,277,677,4.888086642599278,214,2.642599277978339,"{0: 0, 1: 63, 2: 4, 3: 180, 4: 29, 5: 1}","{0: 0.0, 1: 0.22743682310469315, 2: 0.01444043321299639, 3: 0.6498194945848376, 4: 0.10469314079422383, 5: 0.0036101083032490976}",53533.33500000005,79.07435007385531,27599.73799999998,80.23179651162785,344,134.96402066771347,104.26823257361256,26083.3001131828,13447.550938106404,1.0715926861249958,0.005908419497784343,166,80.8809654542976
