station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,station_name_roman,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km
1131229,1131109,豊田,,,11312,13,191-0053,日野市豊田４丁目,139.381495,35.659502,0000-00-00,0000-00-00,0,1131229,toyoda,600,1680,5.6,553,3.058333333333333,"{0: 0, 1: 47, 2: 1, 3: 425, 4: 124, 5: 3}","{0: 0.0, 1: 0.07833333333333334, 2: 0.0016666666666666668, 3: 0.7083333333333334, 4: 0.20666666666666667, 5: 0.005}",103088.409,61.362148214285725,54686.37600000006,61.9324756511892,883,260.42006498430857,240.02049322720444,44743.81695151498,23735.715986127245,1.0233955110558166,0.0017857142857142,404,175.34951042276782
1131230,1130620,八王子,,,11312,13,192-0083,東京都八王子市旭町1-1,139.338998,35.655555,0000-00-00,0000-00-00,0,1131230,hachiouji,773,2228,5.764553686934023,731,3.1630012936610608,"{0: 0, 1: 42, 2: 3, 3: 529, 4: 187, 5: 10, 6: 2}","{0: 0.0, 1: 0.054333764553686936, 2: 0.0038809831824062097, 3: 0.684346701164295, 4: 0.24191461836998707, 5: 0.0129366106080207, 6: 0.00258732212160414}",123141.14000000009,55.26981149012571,65082.039,55.38896936170214,1175,313.5335266586284,296.49806984147136,49946.799354416464,26397.672975167392,1.0228549939101703,0.0,493,199.9638145442481
1131231,1131111,西八王子,,,11312,13,193-0835,八王子市千人町２丁目,139.31264,35.656621,0000-00-00,0000-00-00,0,1131231,nishihachiouji,634,1841,5.807570977917981,579,3.1246056782334386,"{0: 0, 1: 55, 2: 1, 3: 389, 4: 188, 5: 1}","{0: 0.0, 1: 0.08675078864353312, 2: 0.0015772870662460567, 3: 0.613564668769716, 4: 0.29652996845425866, 5: 0.0015772870662460567}",122668.30899999983,66.63134655078754,62198.76699999994,66.16890106382972,940,253.68208442227743,231.6749635339095,49083.2055515394,24887.559717753244,1.031402116823955,0.0010863661053775,435,174.05631975345534
1131232,1131112,高尾,,,11312,13,193-0844,八王子市高尾町,139.282288,35.642026,0000-00-00,0000-00-00,0,1131232,takao,277,679,4.9025270758122765,214,2.649819494584837,"{0: 0, 1: 63, 2: 3, 3: 181, 4: 28, 5: 2}","{0: 0.0, 1: 0.22743682310469315, 2: 0.010830324909747292, 3: 0.6534296028880866, 4: 0.10108303249097472, 5: 0.007220216606498195}",54091.95399999999,79.66414432989691,27600.485999999983,80.23397093023252,344,134.9640206677135,104.26823257361256,26355.478691743698,13447.91538968568,1.071260075829406,0.0058910162002945,166,80.8809654542976
2400101,1130208,新宿,,,24001,13,160-0023,東京都新宿区西新宿一丁目1-4,139.69918700000002,35.690163,0000-00-00,0000-00-00,0,2400101,shinjuku,705,1577,4.473758865248226,673,3.187234042553192,"{0: 0, 1: 32, 2: 3, 3: 486, 4: 173, 5: 8, 6: 2, 7: 1}","{0: 0.0, 1: 0.04539007092198582, 2: 0.00425531914893617, 3: 0.6893617021276596, 4: 0.2453900709219858, 5: 0.011347517730496455, 6: 0.0028368794326241137, 7: 0.0014184397163120568}",89552.24100000008,56.78645592897912,63100.73700000005,58.86262779850751,1072,285.92499158519075,272.94683593877073,36319.46631824112,25591.599568431702,1.0220837323943082,0.0,387,156.95456984889196
2400104,2400104,笹塚,,,24001,13,151-0073,渋谷区笹塚１-５６-７,139.667251,35.673758,0000-00-00,0000-00-00,0,2400104,sasazuka,1328,3409,5.134036144578313,1146,2.841867469879518,"{0: 0, 1: 182, 2: 12, 3: 969, 4: 164, 5: 1}","{0: 0.0, 1: 0.13704819277108435, 2: 0.009036144578313253, 3: 0.7296686746987951, 4: 0.12349397590361445, 5: 0.0007530120481927711}",150985.94600000008,44.29039190378413,81162.77899999997,44.4240717022441,1827,534.3414796758117,461.1109455636147,60751.546533051405,32657.108001100067,1.0302937040924791,0.0005866823115283,566,227.73891377749203
2400105,2400105,代田橋,,,24001,13,156-0041,世田谷区大原２-１８-９,139.659413,35.671092,0000-00-00,0000-00-00,0,2400105,daitahashi,1487,3745,5.036987222595831,1255,2.7942165433759247,"{0: 0, 1: 232, 2: 10, 3: 1079, 4: 164, 5: 2}","{0: 0.0, 1: 0.15601882985877605, 2: 0.006724949562878279, 3: 0.7256220578345662, 4: 0.11028917283120376, 5: 0.0013449899125756557}",158087.0699999999,42.21283578104136,85992.94199999986,42.507633217993,2023,597.1948336336948,504.0211944924592,63489.42936670355,34535.669597418884,1.0274307771077094,0.0,609,244.5808027457432
2400106,2400106,明大前,,,24001,13,156-0043,世田谷区松原２-４５-１,139.650352,35.66875800000001,0000-00-00,0000-00-00,0,2400106,meidaimae,1167,2927,5.016281062553556,981,2.79948586118252,"{0: 0, 1: 186, 2: 2, 3: 840, 4: 138, 5: 1}","{0: 0.0, 1: 0.15938303341902313, 2: 0.001713796058269066, 3: 0.7197943444730077, 4: 0.11825192802056556, 5: 0.000856898029134533}",139602.66300000012,47.69479432866421,76687.12100000003,48.87643148502232,1569,462.9675891587883,389.1784104239687,55382.61210733234,30423.009022192204,1.0311129872855722,0.0006832934745473,571,226.52484439560249
2400107,2400107,下高井戸,,,24001,13,156-0043,世田谷区松原３-２９-１７,139.641372,35.66615,0000-00-00,0000-00-00,0,2400107,shimotakaiko,997,2459,4.932798395185556,826,2.8014042126379137,"{0: 0, 1: 171, 2: 1, 3: 680, 4: 145}","{0: 0.0, 1: 0.1715145436308927, 2: 0.0010030090270812437, 3: 0.6820461384152458, 4: 0.14543630892678033}",124435.7820000003,50.6042220414804,68711.1209999999,51.04838112927184,1346,399.33505629324736,330.84328635729423,49841.09328973358,27521.32334253469,1.0290027649028104,0.0008133387555917,501,200.668869812354
2400108,2400108,桜上水,,,24001,13,156-0045,世田谷区桜上水５-２９-５２,139.63128999999998,35.66768,0000-00-00,0000-00-00,0,2400108,sakurajousui,1048,2501,4.772900763358779,845,2.7290076335877864,"{0: 0, 1: 203, 2: 2, 3: 723, 4: 116, 5: 4}","{0: 0.0, 1: 0.19370229007633588, 2: 0.0019083969465648854, 3: 0.6898854961832062, 4: 0.11068702290076336, 5: 0.003816793893129771}",123644.60799999983,49.43806797281082,67357.05200000003,48.88029898403485,1378,421.3127075971837,339.7034712973476,49707.1036033133,27078.60873462244,1.036544864361852,0.0015993602558976,493,198.1938595853164
2400109,2400109,上北沢,,,24001,13,156-0057,世田谷区上北沢４-１４-３,139.62329,35.668857,0000-00-00,0000-00-00,0,2400109,kamikitasawa,1029,2462,4.7852283770651125,845,2.73955296404276,"{0: 0, 1: 184, 2: 5, 3: 737, 4: 101, 5: 2}","{0: 0.0, 1: 0.17881438289601556, 2: 0.004859086491739553, 3: 0.7162293488824101, 4: 0.09815354713313897, 5: 0.001943634596695821}",124084.27200000016,50.39978554021128,69434.38499999991,50.83044289897504,1366,420.454351179893,345.2710658377159,50701.43058832792,28371.223804421632,1.0461344068817973,0.000812347684809,455,185.9151892972316
2400110,2400110,八幡山,,,24001,13,168-0074,杉並区上高井戸１-１-１１,139.614927,35.669982,0000-00-00,0000-00-00,0,2400110,yahatayama,870,2032,4.671264367816092,724,2.750574712643678,"{0: 0, 1: 146, 2: 3, 3: 643, 4: 78}","{0: 0.0, 1: 0.167816091954023, 2: 0.0034482758620689655, 3: 0.7390804597701149, 4: 0.0896551724137931}",109579.9660000001,53.92714862204729,63022.37799999994,54.99334904013956,1146,350.2692359120556,291.48842160957264,44117.80570355064,25373.333548759445,1.0630458362038542,0.0009842519685039,376,151.38072724475043
