,station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort,station_name_roman,n,m,k_avg,intersection_count,streets_per_node_avg,streets_per_node_counts,streets_per_node_proportion,edge_length_total,edge_length_avg,street_length_total,street_length_avg,street_segments_count,node_density_km,intersection_density_km,edge_density_km,street_density_km,circuity_avg,self_loop_proportion,clean_intersection_count,clean_intersection_density_km
5493,2400119,2400119,西調布,,,24001,13,182-0035,調布市上石原１-２５-１７,139.529822,35.657169,0000-00-00,0000-00-00,0,2400119,nishichoufu,635,1647,5.1874015748031495,538,2.8299212598425196,"{0: 0, 1: 97, 2: 0, 3: 455, 4: 80, 5: 3}","{0: 0.0, 1: 0.15275590551181104, 2: 0.0, 3: 0.7165354330708661, 4: 0.12598425196850394, 5: 0.004724409448818898}",104708.32999999978,63.575185185185056,55685.200999999994,65.12889005847953,855,253.62698237796138,214.88396302258775,41821.82325627671,22241.369279905884,1.0494651286030936,0.0,354,141.39205001858005
5494,2400120,2400120,飛田給,,,24001,13,182-0036,調布市飛田給１-４２-１１,139.523666,35.660121000000004,0000-00-00,0000-00-00,0,2400120,hidakyuu,573,1441,5.029668411867365,455,2.722513089005236,"{0: 0, 1: 118, 2: 1, 3: 377, 4: 76, 5: 1}","{0: 0.0, 1: 0.20593368237347295, 2: 0.0017452006980802793, 3: 0.6579406631762653, 4: 0.13263525305410123, 5: 0.0017452006980802793}",88082.11300000003,61.12568563497573,45914.281,61.38272860962567,748,255.33404987383042,202.75216874798053,39250.19656847186,20459.82428407516,1.0371860240394675,0.0,289,128.7810478421239
5495,2400121,2400121,武蔵野台,,,24001,13,183-0011,府中市白糸台４-１８-４,139.51128899999998,35.664159000000005,0000-00-00,0000-00-00,0,2400121,musashinodai,551,1363,4.947368421052632,428,2.6878402903811254,"{0: 0, 1: 123, 2: 2, 3: 352, 4: 73, 5: 0, 6: 1}","{0: 0.0, 1: 0.22323049001814882, 2: 0.003629764065335753, 3: 0.6388384754990926, 4: 0.132486388384755, 5: 0.0, 6: 0.0018148820326678765}",92554.15700000006,67.90473734409396,48725.608000000015,69.01644192634564,706,228.6487001859198,177.60733880140415,38407.2371957415,20219.685907384137,1.0467067452881282,0.001467351430667645,299,124.07615491032672
5496,2400122,2400122,多磨霊園,,,24001,13,183-0015,府中市清水が丘３-２６-１１,139.502615,35.666197,0000-00-00,0000-00-00,0,2400122,tamareien,622,1652,5.311897106109325,536,2.8842443729903535,"{0: 0, 1: 86, 2: 3, 3: 430, 4: 103}","{0: 0.0, 1: 0.1382636655948553, 2: 0.00482315112540193, 3: 0.6913183279742765, 4: 0.16559485530546625}",108366.42799999988,65.59711138014521,57163.051999999974,66.6236037296037,858,254.46959240781163,219.28569377907883,44334.34206406822,23386.267754383494,1.0554201787172917,0.002421307506053269,354,144.82674551827222
5497,2400123,2400123,東府中,,,24001,13,183-0015,府中市清水が丘１-８-３,139.495257,35.668766,0000-00-00,0000-00-00,0,2400123,higashifuchuu,594,1644,5.5353535353535355,534,2.994949494949495,"{0: 0, 1: 60, 2: 3, 3: 411, 4: 120}","{0: 0.0, 1: 0.10101010101010101, 2: 0.005050505050505051, 3: 0.6919191919191919, 4: 0.20202020202020202}",100166.52799999993,60.92854501216541,53048.439999999886,61.90016336055996,857,251.4136381163706,226.018321134919,42396.012158190715,22453.032486191867,1.056003860027558,0.0012165450121654502,345,146.02307264334655
5498,2400124,2400124,府中,,,24001,13,183-0023,府中市宮町１-１-１０,139.4799,35.672245000000004,0000-00-00,0000-00-00,0,2400124,fuchuu,524,1487,5.675572519083969,497,3.1240458015267176,"{0: 0, 1: 27, 2: 1, 3: 377, 4: 118, 5: 1}","{0: 0.0, 1: 0.05152671755725191, 2: 0.0019083969465648854, 3: 0.7194656488549618, 4: 0.22519083969465647, 5: 0.0019083969465648854}",94602.57400000005,63.61975386684603,50300.539999999964,63.99559796437654,786,232.00211289958636,220.0478055555237,41885.49056057154,22270.67091601174,1.0328174103225913,0.0,344,152.30673060583533
5499,2400125,1130321,分倍河原,,,24001,13,183-0021,府中市片町２丁目,139.468798,35.668493,0000-00-00,0000-00-00,0,2400125,bubaigawara,596,1624,5.449664429530201,521,2.865771812080537,"{0: 0, 1: 75, 2: 3, 3: 446, 4: 71, 5: 1}","{0: 0.0, 1: 0.12583892617449666, 2: 0.0050335570469798654, 3: 0.7483221476510067, 4: 0.11912751677852348, 5: 0.0016778523489932886}",104196.66899999994,64.16051046798026,53051.551999999996,64.539600973236,822,239.38998618195617,209.26540738389122,41851.743543818535,21308.742114448538,1.0747152355354863,0.0024630541871921183,366,147.00794453455697
5500,2400126,2400126,中河原,,,24001,13,183-0034,府中市住吉町２-１-１６,139.457602,35.659549,0000-00-00,0000-00-00,0,2400126,nakagawara,461,1260,5.466377440347071,413,2.9110629067245117,"{0: 0, 1: 48, 2: 0, 3: 359, 4: 53, 5: 1}","{0: 0.0, 1: 0.10412147505422993, 2: 0.0, 3: 0.7787418655097614, 4: 0.11496746203904555, 5: 0.0021691973969631237}",87376.03599999998,69.3460603174603,45393.91600000007,69.62257055214735,652,238.90370527981625,214.02869909016076,45280.8215901575,23524.457114014647,1.079108813821956,0.002380952380952381,285,147.69534925107945
5501,2400127,2400127,聖蹟桜ヶ丘,,,24001,13,206-0011,東京都多摩市関戸一丁目10-10,139.446979,35.650814000000004,0000-00-00,0000-00-00,0,2400127,hijiriatosakuragaoka,485,1257,5.1835051546391755,419,2.8721649484536083,"{0: 0, 1: 66, 2: 2, 3: 348, 4: 66, 5: 3}","{0: 0.0, 1: 0.1360824742268041, 2: 0.004123711340206186, 3: 0.7175257731958763, 4: 0.1360824742268041, 5: 0.006185567010309278}",81316.42200000012,64.69086873508363,43882.76099999999,66.0884954819277,664,201.91270090027442,174.43592098394842,33853.233801168084,18269.044941177784,1.0626618114567383,0.0,281,116.98447206799405
5502,2400128,2400128,百草園,,,24001,13,191-0033,日野市百草２０９,139.431285,35.657362,0000-00-00,0000-00-00,0,2400128,hyakukusasono,455,1142,5.01978021978022,365,2.7252747252747254,"{0: 0, 1: 90, 2: 0, 3: 314, 4: 47, 5: 4}","{0: 0.0, 1: 0.1978021978021978, 2: 0.0, 3: 0.6901098901098901, 4: 0.10329670329670329, 5: 0.008791208791208791}",71699.90700000006,62.784507005254,37035.61000000001,62.666006768189526,591,226.6626602366142,181.82828788211907,35718.00364689637,18449.648101287366,1.0740279953216956,0.0,244,121.55096504996453
5503,2400129,2400129,高幡不動,,,24001,13,191-0031,日野市高幡１３９,139.41295300000002,35.662361,0000-00-00,0000-00-00,0,2400129,takahatafudou,623,1663,5.33868378812199,537,2.9052969502407704,"{0: 0, 1: 86, 2: 1, 3: 422, 4: 114}","{0: 0.0, 1: 0.13804173354735153, 2: 0.0016051364365971107, 3: 0.6773675762439807, 4: 0.18298555377207062}",100546.94700000013,60.46118280216484,52378.487999999976,60.343880184331766,868,263.19948659742835,226.86697319874645,42478.17789621007,22128.39671003139,1.0496843914226486,0.0,361,152.51206205725785
5504,2400130,2400130,南平,,,24001,13,191-0041,日野市南平６-９-３１,139.392008,35.654559000000006,0000-00-00,0000-00-00,0,2400130,minamitaira,574,1595,5.557491289198606,518,2.975609756097561,"{0: 0, 1: 56, 2: 0, 3: 422, 4: 94, 5: 2}","{0: 0.0, 1: 0.0975609756097561, 2: 0.0, 3: 0.735191637630662, 4: 0.16376306620209058, 5: 0.003484320557491289}",102698.68400000021,64.38788965517254,53157.88000000002,64.90583638583641,819,259.6860710614883,234.35084461646505,46462.40026331949,24049.409413167374,1.071810817820694,0.0025078369905956114,370,167.39346044033218
5505,2400131,2400131,平山城址公園,,,24001,13,191-0043,日野市平山５-１８-１０,139.379926,35.647371,0000-00-00,0000-00-00,0,2400131,hirayamajoushikouen,640,1815,5.671875,574,2.9859375,"{0: 0, 1: 66, 2: 0, 3: 452, 4: 121, 5: 1}","{0: 0.0, 1: 0.103125, 2: 0.0, 3: 0.70625, 4: 0.1890625, 5: 0.0015625}",110537.743,60.902337741046836,55977.10199999993,60.84467608695645,920,274.5412683878947,246.22920008539307,47417.45651242989,24012.538412122718,1.044351929615282,0.0,422,181.02564884326807
5506,2400132,2400132,長沼,,,24001,13,192-0907,八王子市長沼町７００,139.365849,35.642788,0000-00-00,0000-00-00,0,2400132,naganuma,506,1403,5.545454545454546,450,2.958498023715415,"{0: 0, 1: 56, 2: 1, 3: 357, 4: 92}","{0: 0.0, 1: 0.11067193675889328, 2: 0.001976284584980237, 3: 0.7055335968379447, 4: 0.18181818181818182}",91106.533,64.93694440484676,46440.86100000001,65.22592837078653,712,204.04647757584348,181.4642587136948,36739.06549959949,18727.458700868312,1.0497379354969596,0.0,329,132.67053581512351
5507,2400133,2400133,北野,,,24001,13,192-0911,八王子市打越町３３５-１,139.354489,35.644479,0000-00-00,0000-00-00,0,2400133,kitano,668,1793,5.368263473053892,595,2.9775449101796405,"{0: 0, 1: 73, 2: 1, 3: 467, 4: 123, 5: 3, 6: 1}","{0: 0.0, 1: 0.1092814371257485, 2: 0.0014970059880239522, 3: 0.6991017964071856, 4: 0.18413173652694612, 5: 0.004491017964071856, 6: 0.0014970059880239522}",113540.76099999974,63.32446235359718,61978.27500000004,65.30903582718655,949,281.25876367121253,250.52240177301118,47805.88931908466,26095.708085291066,1.0505493630232046,0.0011154489682097045,411,173.04992794740772
5508,2400134,2400134,京王八王子,,,24001,13,192-0046,八王子市明神町３-２７-１,139.343851,35.657416,0000-00-00,0000-00-00,0,2400134,keiouhachiouji,611,1781,5.829787234042553,583,3.204582651391162,"{0: 0, 1: 28, 2: 3, 3: 404, 4: 168, 5: 8}","{0: 0.0, 1: 0.04582651391162029, 2: 0.004909983633387889, 3: 0.6612111292962357, 4: 0.27495908346972175, 5: 0.01309328968903437}",106964.51199999987,60.05868163952828,56669.97999999999,60.351416400425975,939,245.5314968663407,234.27964430945437,42983.88992297484,22772.937834346296,1.0148011760404725,0.0,419,168.3759364762631
